inputName,size,a[size][size],b[size][size]
values_76,8,"[[-6655747527332079504, -3405519393019604733, 9049009200396249224, -1489077262539107236, 2117763445511531165, -1130439905502502877, -6174784803660262569, 3159322161744438721],[-5260968880948102165, 8360664310784950511, -3124378063832206976, -1549594571320353387, -781709321486022377, -4333762656413751785, -940691353431473331, -4776637706363655098],[-5833209590452139757, -2829534140893595233, -1793012511297233656, 1520114346531811435, -4054547243324943000, 2814452335014352660, -6242489419826635213, -3512633173491276802],[7368982591112532786, 1777371895110307812, 5035682256068035324, -7755998406375762321, 573123431442523638, 8598307784949702066, 85051251452998060, -1856663957412336866],[2663862280019938905, 2631536103945430919, -7025340500956989896, 5230949380111248848, 4699711398104940191, 4500415698618741780, 5716999105445656662, 187245505781445835],[-3007795769240997867, 5306176199431906010, 4197011325000894528, -3844142894994398597, -6406406442450627852, 5367156363604750415, -8764249548797250522, -5021573124072907140],[1503923710568889774, -4905551366607940894, 6000293686600840961, -1668594669558439796, -8090265311445237992, 5097470119482350745, -5101660852433915467, 5142265173957071893],[8714405594470758884, -4902909414127313535, 8578505893381307034, -3185850070989143752, 3747696916074912163, -7627818074979750892, -8388831760877851957, 4592124152109929876]]","[[-4704718746212146022, 3565853624960449188, -537609080394054486, 5779915204428732564, -8517588799251829228, 5176721168398003128, -6817137704072246228, 5168930277633325783],[-8509763311675473682, -1369997208112611805, 7033525442083088500, 5059176723548551518, 4317913850080921383, 1868068492445236492, 2653868903886537903, -5475560925095352924],[-319654638827654718, -6289992190748320738, -2284565022167853657, 2110973519689168485, 1961073670672400421, -7171264482640305065, 8225340959499016190, -7364920561134824545],[-2407028030652109157, -5405959881653735577, -3981977241414071425, 3249727100898255323, -951374298380139865, 5012764309650754958, -8834157476290528207, 2859714550224509185],[447379121254389770, 8039014383141340692, -8023820607837499648, -3053199505481875662, 2854033092816655029, 1072690701566500438, 3007980993688940410, 8051178707116879940],[-8733625677527184301, 5456805811687159031, -2498377254105240905, 560378698935557888, -261565884846959467, -6587732331338559295, -4333335905682422384, -675678428069695330],[-7448457869355998630, 3978399630186924999, 8136244280313076949, 5577566116743413358, 8982902406315072328, -4815723171172179139, 7366151766359919242, -1295105716208633669],[1880483657985921942, 79850308255042365, -4983652805537397800, 5714572481173808932, 3843542363752402413, 8002331696516958192, 943167345021051494, -1017141845630996586]]"
values_7,6,"[[1839108388050444337, 4393308222117386047, 7451491052577128920, 9000072082952668583, -209338790582279359, 8872630747731569160],[5747019030277199158, 7740062102467995038, -8386560725369278599, 1990968953523557957, -1969274977155941998, -4144335166811038468],[7291530498837236972, 9068121359294233922, -3852500346522789594, -7527761539574746871, 4458191949312909651, 4592002483436129427],[8430614410891532002, 4533309245038851102, 5793291269571489796, -5316219136709626018, -3112409203600648535, -2834495448075958019],[-6804970228566693927, 7796726207548454415, 8281055055694839007, 5572303089894784280, 1976964715750753792, -3427838396392379323],[-5155121101552494644, -8923821128468154980, -572998740663130432, -8792976866523047796, 612748858702975865, 4670272894957100661]]","[[-6382374087877961826, 8232776182466497694, 5147644938829612608, -3767626701135361319, -7019992152286359279, -4499413737997238952],[-1513741222460571195, -572869145036300082, 6530455623404693724, 5936220775152028157, 853040100434119366, 5339393159783616632],[-7414771758256543048, -1426749061676130031, -3791444167903297677, 794538789831494157, -6723357105393941194, 2352798401109609153],[-3922912130269599335, -1046991386100799869, -4254438264848949561, -3910222129304555306, -4271595559767564341, -1346765599920709185],[4199269190700505601, 4467134507602231821, -3730234585637743687, 5560445214931291648, -5429645828071518324, -7859709634885809154],[7936538362113148821, -2250622041464662087, 9091472887122758516, 1104558647837735546, 6600956235408207267, -6569988355802454468]]"
values_50,6,"[[6281553560948723888, 8938874063234541485, 8756284386420108391, -4509605275023931115, 2958225239056262370, 2211480758089578970],[-3703039482422070712, 3411753767887899895, 83883930478593427, -2580292103257273783, -9110898481319305937, -4579336700330895691],[-120115684322746516, 6747970125077615204, 6627880377837005942, 6908239077188486515, -2277263388494540791, -7963939278516527513],[-3486066439457004909, -7717246721100052085, -7407606885717202112, -5866515981768236888, 2961020816748214091, -818531623901492420],[-4148985273301165512, -3426798160653728208, -2598294145195414356, -340172241766763363, 6506709505899055473, 1236547301244188174],[-899428698969853873, 164896139927111925, -5763662451011902595, -6956245384617198576, 8123418116316176656, 7576035220944373788]]","[[576886903028716811, 5454247501785258103, -3262246698625041735, 1980652385558455925, -5505281372307612327, 46578595029769973],[8144605699114245270, -7750229213091126153, -5512430249033188388, 6534298722957484310, 5055777210800720006, -5597319487192874486],[-7771232871139553783, -391661477150786137, -3431983031547143984, 4392153785302538140, -6955795417893949991, 5209730255567833544],[-8001796037532905724, -503512467659392984, -894875142733262310, -9053634299504437050, 4649752037274816485, 8064996622549346183],[-2445577907420553187, -2591133260681016315, 1862135573026557777, -5879525841348157665, 4653250937507672018, -7237939763547618783],[-4544624152982139839, -3704628310070565886, 227541143297506594, 5997455024310255898, -2764297355453413116, 1065388543458968903]]"
values_22,2,"[[-8633700354348501406, -5638534035151281265],[9028609801933529499, -5371916914608332441]]","[[-6079008846422596086, -5818838805913965889],[7598543270715423474, 8558255878855892992]]"
values_4,3,"[[3093297221252931949, 5423017973210662727, -5811419152876902223],[-7813669890899150620, -8867330244467679410, -5761561846978897724],[-1360442413815780, 1114978216748036495, 1881503363979733807]]","[[-9178655275635059941, 6707517782797057753, 1220997755559020076],[4417653487621288621, -2555151191473888348, -5476867952845766404],[-6945396982279620419, 1379129655699166134, -2345340141322466443]]"
values_32,8,"[[2743075734363445252, 5369554474765532602, 3593464208888784315, 9095762603435591110, 5918019927526454313, 6221941243988244329, -7014709278528467901, -4959151357352898179],[1714956177964398761, 1008578048585101120, 8613909678482478697, -4090902943148121094, -2812262259590471267, -6104642037241711051, -4177326867696433453, 4537105357503469564],[4512458005024541281, -5958451191747336275, 3674215944975097283, 3638849762540951023, -615694910060991885, -5246958027835610286, 8193803177670188130, 6939599916624566534],[-2766440140965581702, -4588857885352554693, 6754507595389686877, 5471784588209556747, -2353056935994157092, 949748875162509178, 4310334673707587375, -4998787398546949034],[4716474083337208321, 337748115760823074, 1510543892078801900, 1532649046003436476, -3131662917734266503, -3360752555161842587, 4491649879016938153, -2057637185756107915],[8563696389949580318, 1336209113851524933, -1828368831504147386, 8962061612310137619, 6480743432567003499, -8218956977363990482, 3334156036735963799, 8904959663876752012],[2026569607388216347, -7349769145143987122, -5005283833132129171, 2039342836937263404, -1455231296902887659, 218037726587461830, 3010903999269578622, -4781604801958331534],[-7723220627725584148, 1339312352791892522, -4122708790783058841, -7867831044229972819, -1040306392334427763, 2868701129969694279, -1566804974909530061, -4904942988049278966]]","[[8846184459096309875, 1107098615187743623, -6325656537666759605, -8607533113229898501, 2770970036846374918, 3916155661245401720, -2678622080361597596, 9015897799199789484],[-2262662760420835103, 5568452853055119759, 6147911563749036416, 4928510516504424387, 849244364515888392, 2299856026072553021, 2786044414359614844, -6841796732804303721],[-3559812544714735245, 5671604338702027752, -7378377113374866673, -7150543571451915983, 1052821250657804729, 711371106511435448, 5503509244908415486, -5561212933956944789],[907859840305346141, 7282395798251806531, -9169689746492348356, -1883765650865803142, 4762837622898605545, -6806414894398851428, -603892705202827298, -6013388433003882449],[4972468034085570857, 2934033552089449133, -537328546682742317, 8748017368976444061, -7057084476898884996, -9205122406034500218, -6623808209029696386, 4469874677008935792],[-2754690335937965676, 5298087628213485121, -1350790816323742986, -947439238470783242, 7526486155606924083, -5945228509582938704, -26247655925390054, -7361571841036028096],[2010382314317843728, 7622397848705993449, -7958889970093108020, 4719459278752805372, 4417733956533082573, 4670952282700673611, 2227333215989875328, 600308648134275877],[1937156862209024808, 6340375067260100156, -6120275347000657778, -5000462043562431460, 4585217843585838024, -5620512788896357393, -7449465996176023362, 9104924951247598132]]"
values_77,8,"[[-6418183190584553808, -3761854013997484632, -7943911031865462810, 7924699996389407879, 7944634830852396576, 4069491998568040583, -8403645076506075499, -8592799451534215582],[8797933037879880783, 2763921475925632150, 4284882014475759467, -1886097919737344888, 6628765679378240197, 5631304750519508814, 1855068849779463853, -3357595726664052765],[-1731714366483989486, 4845120892790784533, 6993414771723077502, 5755332016180923907, -5088918219882066626, -5802603869288524622, -2805477912147045511, -7797883094490735846],[-2393063357901719666, -7103568622200984645, 2116856893929379815, -4127640449599759441, 3190755462883715552, 1704195067301063653, -7685247857731328543, 147196922520898229],[-6643915971610506412, -7225510395134463566, 5906878649490276052, -4995737932280605966, -291675774409291556, 6085232888745564727, 6041701370353740942, -904413590578544732],[-6140072168320260543, -3911733108029396765, 3515759638597033863, -424020900861080498, 5649805711603753077, -8133298239480105800, -1292760836103829913, 3573810037254397071],[-5883253731557203298, -3100983339292834164, 7785353044912116215, 6232209556444956089, -9155991102694654, 9055563506450439592, -5839162802109750658, -7285741592810738933],[-8957075384503940562, 2939566191292958238, -3931069125094410073, 2684846251767420635, -2445286321228878734, 2795139594035100819, -1571986727643039709, -3127269016248059250]]","[[97195490515973600, -3475131149515758198, -6128925630137024705, -3220259619137044587, 5989731200441503803, 7877460902398271982, -6733810881800174870, -5820897254996262106],[547488164739399032, -6962892733022862860, 7908680377666806962, 7479745867862345760, 6606354312561330435, 2249648074265149983, -5365769059393717107, -7948060177513662691],[2284939725364676316, -1249346869377334348, -4600511712912009401, 7171754086951732511, -5552577704532610822, -4159226762285630406, 7613217242475976196, 3249654887189595652],[4650528107970578424, -7504267402318227140, -6074312858613009324, -1540971098515525896, -7877745290531384987, -7278736966234411820, 7147094804322438598, -3209223706914635243],[216157050470341499, -399253185851994892, 5122214665273299482, -6027472189590818243, 4498206639888883954, -4067360748971052762, -8111761883571633189, -6930176247995683666],[-4678453481807933284, -8386285994241203817, -1843697568648659810, -7986232387636506490, -1444561923396454456, -7133796411736298110, 6994350314506280586, 1916087819831143290],[2721430341735452570, 1956826578912656612, -5940815052116175203, -8838981098883218866, 513673351788675428, 3209057145445195617, -806568234799142471, -3543620138735284522],[-8141065309368933632, -8060115545360608827, -5621196616823510842, -8211500071514612579, 78290627762473255, -3127481821492285463, -7930379538911074728, -5520304855448892320]]"
values_91,6,"[[-7150339241689249701, -2388031290494738076, 6494470940354750106, -900668962276677376, 8515133951574172610, -6323683199223251868],[4076956394002908191, -726799494012596073, 3707157878749093428, 2164592372691806857, -8089140312479281866, 8383865980489339049],[3007930687784394227, 887692709499419146, 8002599755250469073, 4897544892938493303, 7057527680179411635, -3425275238122988946],[-7357655125308524423, 1883076778629408236, 3029957781031022763, -8867355625361663886, 5462364570761599415, 4738705340720649457],[2003752943693215733, -1690070144917577952, -2996199332438853256, -4837125809458649580, -5108794132400709985, -311744433726347609],[-8411074065206322598, 3192914581965907259, -6601601706843516714, -2329692167214565239, 356014184796099283, -1156067449629509702]]","[[3162709026579572702, 4656213607315500805, -5447551104068537909, 6517132534875174472, -1127215673242844702, -2259026810867284710],[-1401747780649627303, 9112070259793736355, -7287075201764955306, 2378443018731227023, -6738372042975141351, 1047228983220325569],[-2622697189572222198, 464169408382935163, -7811047596510273790, -2752353173993792101, 4856775049248351985, -2999601883854367432],[-2902444214799553062, 2920594768592610151, -122218959278608284, 3018431602934548925, -5725723058499682833, 4395466834523822233],[-7233952650426695454, 2813813651738419218, -3530258292377592430, -3654516208240067981, -6323618867270628972, -2125926724472894231],[-2908613178702300710, -947777211954473187, 6414593514816763700, -5041118904158003473, -8629772455601879096, 2624403520007525160]]"
values_42,5,"[[-7651086441344147318, -3138168353935194630, -6180744325924950563, 508508174498051037, 3174561364368752399],[8910275095310220616, 1182666459396586930, -7088157944336054080, -5396547001138085346, 1371695865541411189],[794663136280562851, -7164943545181346085, -7185727689056089492, 1755867618063788515, 5000057828328290715],[7651533767505718715, -3146098128750395203, 4448022786201222225, 6792447302930199391, 7275234527970138075],[-6686106649601202935, -4282428612531578130, 1814191972990118417, -2852049396786131067, 3361330749385328164]]","[[2405531096965199500, -6641788528377651711, -8804586127592174888, 8719472637254266516, 6849493318648424013],[-6133752216510085626, -4590618492955512879, 5209328415907197399, 4588758455273239292, -6507999023297390058],[-5450645463979653502, 7024261710693276784, -3133074168929041678, -4074056391859630254, 2252783699481515809],[-1591141152867326436, 4843256763516792018, -3409608839619555284, 6232674434599602322, 5081530184368413946],[-129161588445778336, 6208171449619592373, 3596931033184368032, -3253770771186401179, 7950544028545664693]]"
values_13,4,"[[-1042206469148495488, -1374756847713645213, -7117920767674850308, -1281274705120783702],[2593490398895868835, 5638218921378568966, -8155080673505574447, 3700067886205085192],[5939249228129841547, 443813069854353658, 9018139207560281550, 2915397071217148676],[-6832865670716289937, -668641922124359701, 7293993601440827892, 4850046261015159349]]","[[7309554760835969656, -1345500595167768921, 2432197040779226328, -4957286904322972907],[2372199415316422833, -1055543323217710959, -2883743716554458284, -1935069445089861144],[1348932330034639784, 1642192912304259492, 4714563990017910618, -8525897614301018969],[1777429051146142440, -1053229387389208228, 8161570507802666833, 6972871487985696092]]"
values_41,8,"[[4079166725653434982, 3959343981307719828, -6622933198439245401, 2882916144275211949, -1257213622678306112, -3974328281441355514, 1239607456013805826, 346307640416124249],[5588169451532503143, -2102067715332776810, 3581344222309577519, -4063006078766007872, -1138121351877685393, 1983205868089337156, -3264549118182471964, 5764799348066200545],[3591414399570542419, 315459415464391101, -8355954087748745009, 6812287269962328279, -7273890553390905687, 3081459025961957739, -9220209346549669607, 7697565809518117511],[7556302481295456199, -8687298163675551685, -8410261065131859199, 5094764261045057447, -7026018478377331978, 7002978565893644195, 7944300782916073533, 280674766180193515],[-987674767318665906, 8649012199511253986, -1885058158877418643, -2460641073829484232, -8604273449679908569, 2179703654614746809, -6540326193195239524, 6604384397316148596],[-2807516972076847818, 1936056509182339880, 389008234395570392, 2055402119925295895, 2325414959747891261, 3364134413408326628, 7675943894021783976, -1189446978315125814],[-1816218761664225681, -7410865828372351729, 4288475049350109768, 7424395861635701340, 4860594198420155526, -4251523736100139306, -7356166728106692779, -6083459344879275997],[5135619852882339575, -6915039144086755242, -7034724466930902924, 3121769098103890887, 1607764749521932178, -5044677458464857823, 6575369914982631630, 262011448009089457]]","[[5411374285971931615, -4275218992882689787, 4221693030946219692, 5006269252533593797, -1197851444414050249, -1686707737939703481, 6176437601988676006, 3115007034123796182],[4650788547157375331, 5989431949351167855, -7143628533650669194, -8004018609859069222, -8810738348412614090, -5390356060309329781, -7800622806715867399, 1134246333344150078],[-3566687535348423436, 5461325077563573743, 8987205717159503121, 6489355064843074437, 4467046878825666774, -3044893726195885683, -7555159468562405086, 6810161569974827599],[-6240796725318837123, 3184750276352068365, 1096575594817629396, 8805602531492332634, 637726908013450272, -81682001904761422, 7098623265915265509, -3763900510603286438],[4221261883866512647, 2266331188163478964, -885760032502031146, -1343113537358368071, -7450058319351056941, 8641708900150257977, 664299317831865823, 6950270037903137102],[380977325800262297, -1917785854843075976, -5541563593289522744, -2047084322004570847, 995144623619725975, 4300481666952677169, 1302582542854750519, -2582065576640614212],[4455798376388912510, 6391247500833061391, -2663284709204087790, 3955672046515163018, 2930786918808751920, 7382524615344043734, -508336288225487954, -7576180770495239796],[5281540690897307031, -2037639433949782411, 7346133932617872781, 3676583418110350625, 3496692634565366146, -4083808858940608117, -7991528125469638508, 3772571189159478673]]"
values_55,4,"[[-2886709891883067170, -6233634540724392396, -8584797494927388582, 5382840333182710395],[-1782516399239867668, -4413783052346195803, 8649557490303170083, 5006904789450458236],[-1207971923576036348, 4277954807668075040, 8378160105639539304, -2702517940939545109],[-5540019493412351705, -4888577683314266901, 1299380526166841792, 1109282498876912564]]","[[5538056353099551341, -4786496986217907799, -6616727420864977717, 8382478916403426159],[8853626243373127848, -2879904241584906757, 3289557944078495922, 6348046385697275270],[-3272469296530107434, -4542175555579524246, -8692852500788943477, -8770081104136297364],[3069391504085694757, 3383616574130001741, -939586789188609346, 8084585072731233060]]"
values_31,6,"[[8618599257285036736, -7583360493360400516, -726437727999324349, 4238214615028947375, 2692950376446224717, 1897591328596870860],[6437482994563824794, 8181141010590270932, -1672549933129627227, -5733463578551775325, -8211204025989563597, 5737753356087260787],[-7276690638950048731, -8028278862472149239, -1751071139858646235, 5127653168225117102, -203216328236609520, -8831424895343428951],[1494416190718828492, -3113455887168993272, 4845431608524476439, -4234143380048601393, 2078093286734657762, -5055610849809948815],[-1150211871393287970, -6053859758974465515, -595240269312182136, 6862747970405938108, -7066522750257242095, 7775981491294502839],[8606864001481260479, -7316976681315086031, 5538882716368889048, 7277373731906468573, 4847813648646711575, 7201664052622110846]]","[[-2714381738007291809, 1191270831414539540, 8688397959736754234, 2749161746306197221, -764239154001759733, -8812020083252262351],[8322491453538179954, -90024297962967504, -6297848858376150707, -139573624414697938, 5808501696527215680, -459835460327818359],[-1228951545180867872, -3103467132036955967, 4583150744967761398, -1780359580504917208, 4175217073912614404, 7204714420554953690],[3601359810186965716, -8437488233825166654, -7773011021256581144, -3763136240992268378, 3209032190698321952, 5213596438034188943],[1438441786436940458, -2357642254662089887, -1362361505532175698, -1076739711686397652, -1151602189667321824, -3189838392727076380],[5454838086993541190, -7182308216492748037, -531387093171478475, 891449025377531947, 2728465482657824060, -1062281708457599242]]"
values_66,6,"[[4571907298023709882, -7264243477514877420, 6895034259020205466, -2958522489880748250, -2254182112560189837, -4580105057690269235],[-2065726160285115480, -3008941543785717452, -2523335218563314262, -3179351995171082488, -1953984972031243357, 7027325705509331052],[2699553503876503423, 7429787809762629350, -566736287902655652, -6895413998671448073, -8870619989513031303, -6532616011973065387],[8114523477357599297, -4449362739722755605, 8546089219959177901, -448045151239238329, 2974314191946608110, 2735991658107418641],[-6759661736871043298, 541041624130208709, 6486131841373365602, -497727514717581395, -8311149432677886735, -6696628815472917844],[-491624568702002613, -8433462253905069490, 811075963388823720, 13879836597394638, 9189073729335025219, 6268305249949934066]]","[[-6380015236377596926, -8180903399726425803, 4290920815626938273, 6899829012856633470, 8388170971269453382, -8792202065571636250],[5476849435829443372, -2624100369164509135, 4010509012708922275, -8615410479712922359, 6166171168659637029, 3734562529959476476],[2999611636140052168, -4635249094829283335, -3503066997918088252, -4125542013255674613, -3273867787276766037, -2518842880222745924],[-6980483712351946870, -3496374755305682362, 9048069871671943555, -8845770205237489876, 4361644800077592299, -5984233280533139678],[8396688235377265451, -9182833522067371017, -4848047006962320334, 3315740935793825119, 2434532369947963453, -2140437135776515366],[-6063177880678177244, 7776774366560901762, 8672337355508106647, 946065607715977880, -8404563386114109077, 676285449536504654]]"
values_65,6,"[[8939134687469184435, 7593387197109191191, -2756091755194936775, 5881649415992097024, -4714528839365989177, 541564401223291831],[8042505088135272474, 1562455742039619000, 8933079902228965277, 3112814434678451321, -8754528276799550539, 3387197408336652159],[-5529163602571447514, 5191933263192297371, 8875730330108925133, -8593614778692466943, 9098487795430249168, -129850646162157727],[2390818096643865043, -3024999887742632522, 6543802541099893164, 6772219593075031659, 2706912139529621789, 7199465791308528224],[4932200332301277922, -7100318737514709087, 1013611682337087001, 2799163245280368178, 3206627338852147976, -33633877072868380],[9133871226807773029, -6327843655636919254, 2467304749245561305, 6789841979947998510, -8648825519835821243, 285136188817168246]]","[[818152045639825905, -6123708103964361901, -1444698376653422288, -1174260318718445374, -4570438217433108502, 5400198578817942466],[-1281422544074726927, -2791341341017820429, 5767990392983303492, -571606101881737755, -3543913670208259533, -5410091425473020010],[5378863740083090385, -8764428192547899802, 2621279125747007884, 7955763387425342001, 7951482825797487215, -6479268280421882937],[-4368498456530884316, 1207129907613464976, 4161943506443387740, -427037866364537332, -5567331915196804101, 5254580606237000812],[3870321436636000754, -320280275525915118, -4678687906635375760, -1202254517075860870, -7022954882652308175, -567338403582926249],[-2390867276040467109, -4502164226397020861, -2789879955234448787, 7933416888879195157, -6070161067189745332, 7039580200786426861]]"
values_62,3,"[[-4204196769812948943, -3334021528212049120, -6969700522249560718],[674500547115564453, -4275236797272205134, 1672941268199982743],[-8553510957761912935, -247947898300190965, -2226975709299245915]]","[[-2891902210600188844, 1023017052226318379, -3389035802597793117],[-2009619606128163992, 299628846978777845, -9061035281197802549],[6560746879524900671, 398034956245135397, 6056340130256085374]]"
values_21,8,"[[410940358808639019, -501339596027250435, -4416082052512569844, 7999953359633258432, 4109724847604970937, -4810697609895963689, 5774139387290909233, -5290822379024780181],[-3991474942042139796, 4901479449862270540, 4647490057140068589, -6912866717447411389, 6702261292106611241, 3938706045643977559, 4289264075956225972, -8929505021406561625],[4187988214706424198, -6286527798854734149, 7867299906360865473, -1221867115338030635, 6543033703463080281, -7767129499332368022, -135268331073376740, 1388007647917469563],[-2516029965696130345, 3442054839675754462, 9191014408142811348, 6700889384248221624, 4271538554390315535, 496770372631558060, -6532131392607918462, 6564287118081672464],[-2053553078544718471, -5882806179798442966, 4880896904012617133, 3321573101954621045, 7030663711610263867, -8012312375301754186, 6253813520941725526, -8285403484368926608],[-2884332974102790398, 851983915509481378, -3668671632355478272, -3158163171980904365, 2943364515214844949, -5979108996974832907, -5729905226972367038, -7134844196770159667],[-4687776217449990663, -5408510477940257473, 2761580880698040245, -6166752385175096244, -3089561618570630627, 3261394529228088864, 6093472767546597200, -1680202634011017123],[1637206933563066835, 4301805046788428307, -2884190869728517661, 8333034374272352615, -7765159407445687056, 4463211073293347970, 8752967304768099109, 7245872997480819271]]","[[-8449810580575098046, 8238755838774189325, 9075973177464806336, 6591563438984709326, 1596386931186909966, 5988086378737149132, -8832339227630580569, 452677811697140953],[4344425035365634831, -2664444992223574317, -7329197691504514553, -3199901769473828884, 7208084905341696850, -5100001352793754774, -4296387120764584251, -2959470769971438122],[-2061528944450433838, 857291200523781108, 3422730749599056614, -8501503252996487081, 1366316259715714526, -6155935904882703937, -7625702127312574742, -2918323399001130263],[5426765610879545301, 1552307761324818639, -6890640090621043133, 8748288964114032906, -8475990337044295926, -4064612588720672478, 1721560604096797675, 7569161290849408641],[-5721680900124326957, -6879591905753261673, 1700937137886332913, -1649729390645447973, -5150731300255539101, -18237043788883790, 5783810965062675809, -5379704571894286338],[5611982987364929013, -3951514202431047984, -662377800116845433, -5497754195369499139, 1191578404426178761, 3616226977330401294, 5247244730983004466, -1633154014856303783],[4308579661780319964, 2982444626299669336, 233495573354827661, -1147331899632417374, 488608113139096298, 1046824676109272608, 1219777572369355439, -1599706501920407422],[5475072428539634618, -7030461163761369850, 1259589656520242956, -5753043087375561602, -1984501773879585963, -2167951313316440053, -5085953602893320593, -5941296813581344780]]"
values_95,8,"[[-5656966416508983938, 571813094134878243, -1190053795233350992, -6750256427735497842, 2804880397702249838, 6575643063211740547, -6849452143800433327, -6564703882183059301],[-7144367868642243772, -3325757694054718020, 7375132848900405486, 1076641199241999109, 8120762732491389181, -8000864678156605512, -4668102587577022868, 4397496332055916626],[4777755305479039262, -6109211972132631425, -4778567747935845011, -5345404723877229035, 5250826584276258946, 2302195362272612627, 6199271848495100749, 6096595467925819156],[2922196049713066151, 349190022895789836, -5821067162777352018, 2564619697568870348, 4108221941465243915, -1688712753821234124, -1689503132861672333, -7864802560273960186],[886336133516166720, 5307891767001994486, -1317540803734473964, 351508422870777068, -7563821460458846169, 761022500982378610, -8856817275859352879, 8471919316452239383],[3092987559804372747, 4782873704179185474, 1862330923735074403, 1264083070296837095, 5534799380575296660, -1114479482089151487, 362384345156757746, -5812544257855666783],[-9020454710723888756, 3717521082342020894, 3170718925707466758, 832309308460535117, -7432395970340600906, -543829354089806275, 8821800986778383840, -1832407657113306823],[-3687215170246144451, -6846237038088721847, -6008015693328462522, 7893317782438538470, -6949288626794107884, -4282483662116011084, -6905462094511464910, 4045288822886274531]]","[[7957963297161366086, -8324625870919298762, -1247242004580998697, -1135727168187080199, -6421770966309087663, -1535780368509683946, 7100295936206398245, 6501561358472678196],[4167320933980791979, 5515082037872066510, -5606860876330457266, -3006517153008228627, -6603820840029513222, -1601027678305712490, 4956406730438966628, -1921718758969940835],[-6744339048409937349, -2578697943224307589, -6969763553783013290, 3277165623964863610, 5726804254109221173, -5335874297107776321, 9206961410469402247, -1563088619029705213],[6097607798043098324, -7114461531052552414, 5537853880405155955, -3421118903657052707, -5933062080502892820, -6037073044976219744, -6061981703747709607, -3025262878618785928],[-467454454007467971, -6429710049803841543, 8449150066157565667, 2968289632034279544, 3697645571503210750, -2333368737267372948, -2152081425437222766, -315557082577041943],[-2492850136493607789, -7484531050668154481, -5592446216102126501, 1476718664482646831, 9010982982792558796, -3295769562780966555, -2909193523052355364, -8114455397293185862],[-3950987412164755144, -7657740027513878557, -2749261351828926576, -7453343199875207809, -5042300119683373313, -1748809422117402496, -7145262401217884606, 8515668724428990099],[-3985720758834203335, 5341566671252090199, 2286095179431949521, 8129640720072993182, 3125452098283660350, 6069990570634090826, -4406025269431211632, 3721241253190615901]]"
values_84,5,"[[1170255401057910103, 1383020534400017216, -4895724376143145098, 8377593519420090878, -1893640329899072105],[8121237777232356827, -613771868256754063, -100202964189590562, 8178155859617317386, -5911078114500092067],[1375546767452732719, -9207998498094936934, -5555190245318916365, -1706173201798114452, -8157749531059685847],[8028775745357613165, 7595261795921951260, -4033172242336529476, -4691411584665877202, -5061435026625153851],[-3273934765570183006, -2325308016686823744, -6829755453770006890, -7202769233711049226, -7735146379165577934]]","[[-7026337196613226633, 7130372157123857626, 4552086947086188559, -3349803393427306724, -3149896347206252939],[-601708848669414577, -2823173962346099266, 7853396695726577203, -2182619750725177602, -650758734211758808],[5964028720072132876, 1032111481065738409, -8952021546660413994, -3731876390807575308, 6705501299446712976],[5573397869808940944, 1323042547503791392, -7609598354175827115, 3467900957371577410, -2046568796570301546],[-2050724193044504702, 7978735406398498013, -1225229296014871496, 4007568499303964668, 3865912771575013472]]"
values_58,3,"[[6446909241939353554, 4487841470878029837, -5928837888249556552],[-6440592182291699813, -5147044815399450515, 464731617791402632],[-651589906750444615, 1274062946746969393, -8447536026457463673]]","[[-4146890897063630119, 8680733169889908707, 8942831271364068479],[-8055932156677339414, -299033592527980029, 2027793395128823185],[-7765972341223758003, 4000097279564240939, -8029728392368814010]]"
values_64,5,"[[2848247416829706940, -5155452693537961518, 2861726133816869482, -4245981501389332128, 1331059097025729594],[-4745352637572945802, -3248632903002227028, 9110858099761155972, 4220412242647192200, 6629654531014971053],[-1838696336176859518, 1637617091075831930, 5186051359290766002, -7880300998782477879, -5974956562553335755],[-6036874124467990749, -8322462010682734092, -8799506129575914628, 4646569241453620765, -3728484405938078471],[-3251808553664344656, 9140063822877002662, 1056959137394040762, -6163258466062646773, -4276514924244971442]]","[[5120234832287427741, -6156630463882612051, 2268619385375726325, 4804682591036361757, 9054295677618177326],[6910476041998888990, -7075925854837177637, -5991680261714964975, 2523374787033139080, -6421055924879407956],[-3220393597239081729, -4829619539765181264, 385784206368963993, 9110348936004018506, -4821879551063620871],[-8899878879938902669, 1053744544244304037, -3801005600298230359, 2640209715458641151, -7410221767748343287],[8196719358396065817, 6554573824022004575, -4243358758250531353, 2639631507708021421, -6636230434739051176]]"
