inputName,size,a[size][size],b[size][size]
values_7,5,"[[1454936528, 1880850359, 1657999991, -1155107096, 10135455],[1523031093, -1521490970, -1051152095, -813419608, -1865199142],[1569169445, -1424099781, -1543430400, 573633188, 572579386],[1907390247, -523044190, -1578173777, -492776260, 2103235934],[-1126209772, 280636895, -2088812581, 1585828176, -835873055]]","[[-840088954, 1893444174, 710166630, 655683823, -1814285373],[3525514, 845904705, -1194462852, 1524501627, 217384188],[-1624162667, -628460394, -1045242817, -2050794760, -429467737],[888164208, -1645901291, 2011172591, 346950849, -545349843],[-884202412, 1193597057, 574591482, 1404570046, 1102863712]]"
values_50,10,"[[1735848634, -1412975203, 2094599382, 264217924, -2082199497, 555823123, -1049149702, -283622237, 802961540, 1008869290],[1344891568, -206128664, 819227846, 1055376820, -1116557770, 257349625, -541166836, 737524500, -1015944271, 106270049],[1091723139, -1294236377, -1539944306, 1293223290, 166648120, 1926508520, 419908515, -1160881156, -1151794064, 1455055708],[591737476, 461205020, 1514059143, 1059944835, 1367852139, 2132841148, -1726093089, 766793340, -573644857, 1880172387],[1103789946, 1414182839, 919490626, -1493342516, -637946410, -58518389, -510992888, 695887609, 1111438357, -1555181501],[1806246438, -1942650476, 1742387637, -54374868, -306190394, -961565040, -655243675, 81483552, -1298686284, -1697278093],[1003220652, 1088654856, 1577768181, -152108251, 981568670, -1223712570, -604104788, -1718470542, -301136525, 1327277648],[253179775, 1787598142, -1524508802, -1744740904, 1070218015, 1984867363, 212343443, -1708179075, -529267507, 1306250859],[170392284, 1159682304, 1952895879, -737658325, 2017705399, 1462653139, 1944191290, -1087856850, -1761988792, -256698240],[1018394232, 1136904962, 1134312039, 639292624, 1204681259, 1325754869, -2063952969, 348728364, 1041165434, 428736840]]","[[1316356851, -158872462, -463043130, -1494737756, -1858517152, 1179795008, -299123391, -1431762790, 1248684742, -1072629315],[696403942, -1805131210, 1659135335, -1318430380, -1572506958, 1107351558, -730843996, 775193694, 635611110, -1884130511],[-736198155, -1888640078, 838845135, 755571879, -2027864, -1511469147, 1290176179, 902896173, -1585605647, 32024909],[-100000673, -1733944930, -11617866, 987967147, -1726849122, 1668658583, 954436268, -548140787, 1149054015, 373400495],[-1304739658, 138246944, 2080330597, -973772723, 791140765, 1297348477, -405213482, 542163163, -88284036, 2071862697],[-1346359976, -1799306637, 1533456004, 2107274889, -1343405690, 1875467177, -1709189249, 1947888605, -828365098, 1566150145],[-1179297563, -503289262, -868927787, -1498793257, 872471978, -779689257, 363618965, 1588227492, -1732250216, -1210250508],[1101373620, -351345806, -1478239380, -1689782163, -264471412, 737245220, -196242271, -1962417242, 546012861, 227663385],[-236968948, -567792376, -501902454, -533310808, 1826607763, -2000533413, -1301888176, -1468423149, -692947216, -252726658],[-72320597, 1758156752, 126686619, -22443257, -376595131, -1897193175, 1432747534, 1939306753, 984600955, 823391614]]"
values_22,12,"[[2015708774, 1554552933, -2147280909, -75685577, 265446414, 1987295840, 354663062, -283298665, 1024199172, -2002594553, -766575564, -1105653001],[-1609022566, 1203484715, 1338668290, -158516174, -608557089, -738842490, -662761147, -821338122, 428373292, -403615875, 1185494546, 421047611],[-364479350, -1053762464, 1534682330, -44558896, -699825001, -241137471, 2101540630, -301884602, -1173955437, 894844655, -1319873681, 1467153873],[-1510247578, 1876664688, 789765614, -1794167928, 464645664, 1815770321, -1889762505, -960404543, -2143872144, 370108354, 329021297, -1175844100],[1613671851, -342272402, 756559615, -285243061, -1127435484, -669235877, 1298517581, -1279717843, -1242964371, -315375865, 839736425, -690083020],[-469868243, 1439960607, -2119857274, -410021552, -1101097870, 465731448, -1662924692, 419557143, 1918338795, 138458830, -1496393034, 182064446],[1742382836, -1657158465, 246230027, -1172266474, -1783405299, -892570460, -596161791, -1341504098, 9792869, 900834776, -323869744, -1268617803],[1020289985, -2005550255, -828862690, 1325320727, 1002659538, 396328485, 793843897, 566118830, 660897022, -1225957200, -654406555, -839134351],[-1695147440, -915812492, 1995927841, -601703823, -1381179443, 477414781, 765075687, -1554584220, 1862338784, -602213383, -566265060, -1272256352],[299696931, 639798827, 813201647, -555244677, 1438284263, 389929200, 970954884, -1118875774, -1015657751, -1323909733, 1768199633, -255367587],[-1692683495, -609644667, 870857517, 514693311, -633141657, -398773836, 732426578, 435347247, -1297019678, 1680684680, 1976124205, -707034824],[-118459901, -883688250, 1725489122, 1694827766, -1216999311, 1510402326, -1896642278, -365392190, -1127603170, -1569837173, -1269922234, 2007851094]]","[[-990890272, 376122056, -1272734322, 1286286524, 588144300, -776847999, -1564587668, -285584500, 1777013596, -2020098885, -1223720107, -1517015706],[-976357777, -769437757, -1392021124, 90165157, -478368443, 1548399301, -1486639190, 1698620114, 37125047, 625064381, 1088985674, -448295495],[1975028977, -388019956, -1623794896, 431359264, 280450813, 102857850, 929606141, -431531804, -322931544, -532244687, -1570781038, 1603526803],[-2088783112, -909308848, -1976501713, -22687508, 1463930096, 1981537214, -1267178929, -481552740, -628617645, 2120604043, 2119406682, 321667853],[-1391622189, -2018594634, -821689340, -1692296523, 1021128906, 666970793, 882955349, 529538878, 567536865, -230647061, 1298815782, 1124855448],[1456557947, -912791551, 644031180, -1407459865, 1389234540, -699892733, -8723619, 1664042393, 1048919668, -564188466, 641126637, -1251417921],[-1068258269, -2063655594, -242836545, -1341359977, -1416609087, 28157716, -1665744907, 1290881308, -1035858121, 1827970938, -37192092, -552689624],[1761206422, 1852074881, -791522755, 1640122703, -719384478, -1475348265, -923454032, -905580853, -1302922892, 1619383352, -909607190, 1677950733],[-1335276980, 1909366291, -2064309483, -1364411726, 1278367903, 879456910, 1916944945, -1236283419, -195742013, 245439327, -1243505547, 1787837807],[1630935929, -1698596132, -393096306, -50574834, 1912508400, 473834277, -446180508, 2058550084, -1043732603, -940854488, -2049213949, -1001886937],[1681053803, 1193019417, -1418637394, -126897223, -831631452, -1136419723, -319181277, 1240323354, -1191560450, 77632649, -318472810, 1105908072],[418510267, 554268045, -1513160876, -1099242861, 1255261377, -1026617929, 600985896, 1709727725, 1291167242, -1771750431, -1711657639, -389477301]]"
values_4,5,"[[497780793, 1240969580, -1117808462, 747367092, -1102268513],[172248275, 1704659520, -743477975, -202973639, 66068789],[-413404061, 286022649, 422658297, -1217263231, 272351941],[218631645, -2031719924, 211423731, -1315242182, -1698951908],[-1072353141, 1348933903, -64050954, -1681543488, -1613599873]]","[[500539377, -1770007310, -1658845033, -1912145568, -1419137420],[-745053965, -697217567, 809014508, -846752993, 956506607],[-324298933, 2026305307, -1388038627, 375039942, -217991043],[403730975, -1100010185, -334169169, -541432713, 1987935071],[1467804487, -1293162549, 1739978481, 1082109960, 1281165167]]"
values_32,12,"[[-1600128615, -1946854770, 74599818, 2137968481, -695010801, 832570367, 246477358, 1985927987, 1813859751, 48147663, 1286147138, -249297319],[-867179153, -1101549792, 1352912771, 212012749, 1261990459, -1238679110, -1988698234, -1870172647, 2123758237, -2107537602, -1564547846, 1693445749],[1030791239, -514839980, 1137391839, 1218818101, 1888086866, 1420409240, -86841368, -1961633535, -219674592, -315791988, -791142166, -2104348867],[1063994857, -1517444478, 661684592, -1205969207, 46588427, 1367638632, 1603815045, 2116806304, 901855404, -347679957, -670581454, 924689403],[-818231017, -2003577131, 1032820564, -1520560591, -2062071861, 286768711, -1894092705, 10961287, 561565493, 2122822365, 959840595, -2120253435],[-1888528132, -1272147864, -709004312, -326953187, -905324418, 811131096, -2044889441, 209384378, 1606929684, -1456249080, -491765917, 1141741225],[94202632, 1186314612, -1332154675, -1229978844, 1468587840, -1316343352, 920558355, 277737185, 455063998, -836142845, -1206863187, -881875419],[-291862923, 1229303515, 1752669894, -284877864, -1386811316, -1877994259, -2087794122, -1179138968, -147062509, 223645933, -1644654699, -635068026],[-1444758094, 1303939915, 649619911, 571876789, -1158049850, -1905657574, -1570841418, -1672734764, 1789084238, 748956068, -1971060941, 1197836372],[-1941869409, 532120138, 973247283, -568180213, 750532822, -1571922498, -678870557, 1729496245, -1478100263, 1759220619, 70073990, -595750964],[-1204923720, 1460806414, -1666715686, 1658981568, 839755110, 180463440, -1934322106, -316734262, -565150763, -1951426387, 53214759, 1989434374],[1291947063, 1831065937, -1825827450, -602982352, 143588459, -991025618, -1181422882, 904464122, -1572612517, 1355335, 1490587335, -219003787]]","[[1609281653, 755020547, 251325434, 334585253, 1936737390, 30056421, 1657255754, 98542361, 14988373, -407180052, 1579003758, -423729646],[-937776617, -1743533778, 1377349179, -1700787586, 1126557434, 296160598, 289957162, 570107827, -1530082545, 438116972, 904255565, -1520409269],[-1950469580, 496285078, 433757612, -288422069, 1577592313, -1016446080, -106816397, 1400796479, 1126858022, 1136813675, -1102761185, -817910416],[-735431362, 1350044829, -572530577, 1997176842, -1528429482, -1221507526, -751474526, -1351344223, -1855491534, 1547700511, 1725390810, -1458858555],[-1855352165, 1266623096, -200403293, -846042740, 1579469872, 1042847699, 600440144, 66446023, -1990745653, -1572584707, -689241471, 1505917686],[-1913880830, 362683207, 917233027, -1241758913, 1593267169, -1603130190, 1933616528, 1637966385, -1864404752, 1215719603, 738864498, 2009635260],[818959954, -660579975, 1101647140, -615380160, 293041455, 1093399210, -1789340258, 628699549, 1054853641, 465243880, -1625411926, -334984281],[1637317960, 526953096, 117825924, 577163236, -2075871774, 111910481, 402967473, -500078727, 1104769764, -1610017117, 1832726709, -1115504005],[2125051052, -1338639765, -861720941, 1818545946, -983169487, -1834036293, 777534480, 959905317, -88481379, 91642648, -672819653, 649291016],[-1137713642, 769373727, 2031502246, -1670556875, 1555695539, -1329387557, 84134232, -1348586216, -1632660206, -559171977, 1644732688, -352109908],[-2011629075, -1296527046, -553763560, 521236377, 703985773, -348217732, -1858446792, 788146535, -1872624121, 1490499846, -405264146, 188700097],[-463621587, 1872233827, 1163113561, 143448934, -1488621177, -1566862264, 572354943, 705174291, 504629446, -1872483376, -19205411, 240870824]]"
values_77,6,"[[2108890683, -2064997230, 1245675301, -707580984, -1294322137, 1085875710],[-193325792, -1603699105, -2142232250, 881890166, 1466078270, 1030307835],[1957814127, -1236747490, -174443140, -1382573512, -1346820806, -417363591],[1816031688, 1664985388, -1487989058, 1784165539, 687056834, -1841787310],[1090748951, 1843682220, -744296165, 266203452, -1465918621, -1878870887],[1756276121, 486966484, -1083306576, -675594612, 207660618, 1971361914]]","[[-1015843176, 921832157, -654225926, -1964071576, -498510061, 1738998669],[-2079533699, -1676432354, 987315231, 705889372, -620630807, 109286900],[-1355153138, -1345280942, -884138957, -1991632845, -1944121070, 440006142],[1116441687, 2019585729, 1416147237, -264205176, 1160706725, 1334901425],[504441293, 1421635826, -153064366, 487803408, -608364651, 1896880638],[1303124251, 1977994752, 1242830380, 721720989, -599238817, -2095413603]]"
values_91,8,"[[-155396001, 2032893192, 1047757275, 1228282901, 2013340247, 666903946, 678907320, -314958901],[172485784, -405466181, -1130680084, 1734526253, -1398470036, -1128538449, -650871650, 1197895160],[-964980890, 327168639, -218828621, 1549272361, 568322048, 962891196, -1621920714, 1578617812],[307786972, 962869438, -2137026325, -954743680, -1845093106, 1513159948, -589638351, -343951803],[1322530292, 757920650, -1553401251, -669383386, 114360295, -1990463854, 1883790896, -876123060],[398874938, 2038533876, -1941015914, 98806685, 824154712, -695241989, -1487779790, 2071968840],[-225841365, 1900501347, 1823238037, 958267626, -1559617763, 1289669482, 736360126, -464217271],[642415509, 1597684578, -1930354347, -1574958952, -953806654, -939711855, -291764626, 911034282]]","[[1463211648, -1786537085, 708796498, -1045356475, -1948217046, -819805059, 1217348219, 585063855],[-1647002976, -137873560, -947036717, 1514034888, -1249010464, 835584866, 525083489, -1538853385],[-2092560469, 1741520499, -1372557813, 809438638, -1808288616, 979763643, -1854097073, -733802821],[-557034369, -1921567305, 500263559, -1498518687, 1692708613, -1183138155, 1820251125, 193249487],[1104986386, -2055340328, -1256593546, 234403450, -484484351, -15984637, -384516140, 1928965205],[435115208, -572328698, 1156430804, -3859480, 390287953, -988844219, -801674538, 2103161489],[-1233809006, 196831885, 2131158561, 1150774182, -1209366298, 153056901, -1798565251, 1030079662],[-2014299564, 2026456854, -247078065, -1487036658, 1637857479, -662020977, -1976179298, 509603499]]"
values_42,4,"[[592639344, 1736315499, -410243469, 1234034373],[-439355867, 713075429, 2114188278, 840561660],[-1131943200, -952687146, -48081912, -919163468],[-14549610, -1228897148, -376274944, 1056597027]]","[[-1620149882, 1724758479, 899749510, -1148101866],[814546304, 1438342797, 279671575, 938320579],[2018863814, -1010636370, 1891625804, 88651126],[-2042429387, -1382954378, -1104299000, 1762503983]]"
values_13,12,"[[-1509007754, -615032031, 362736176, -371468459, 52789712, 1435354503, 54198028, 1676971744, 1780470348, 1908525723, -1656368195, -575979876],[-1648724014, -1809055781, -281447451, 649378389, 1717068146, 735557062, 801565745, -361880853, 726779443, 54618587, 1450518841, -2071523218],[-251469580, -1444406636, 1506369745, 363893978, -1815670768, 940036430, -1049872560, -2002726331, 1372819493, -1854673647, 1354876151, -1973520417],[1330363379, -480833113, -798561115, 2123231388, -409739131, 2114566759, 1698359765, -1389137174, 775245744, 585349050, 821038593, -883593338],[-1293251396, -1506779800, -1846891768, 2130309874, 1258399153, 1488908792, 1478082435, 135048827, 357991818, 481740794, -1235638673, -800551311],[-1463493457, -1860456876, 1637670233, -1663117741, -398353945, 537015331, 2011399326, -1389221040, 241625384, 1578267171, 1980602997, 10344227],[616389693, 704209578, -1281767297, 1466874256, 40123522, -1982083849, 240591965, -2043182689, -2129300879, -668001555, 1802362651, -291772906],[2017673758, -1416746813, -347518676, 1526802944, 1922840716, 1394543828, 221892820, 1628998560, 2033168724, 661170280, -307750248, -1945734116],[1396553804, 483593803, -287469275, -441838122, 190647261, 2099614240, 342286395, 571590229, 835669059, -1306583278, 1825139730, 326704034],[1890022339, -750484431, 280820267, -1766545054, 28068307, 1101295992, -16454685, 203613180, -1495522338, -1819732838, 2121159923, 59658422],[56230788, -1160209249, 1250573222, 211323703, -735111644, -1116981184, 1586579341, -1353606581, 1979100264, -940992375, 42253901, 2048980823],[1862692208, 281292184, 1937874200, 1239598416, -476723170, -937687257, -2017510490, -1359977008, -1209957416, -943021247, 1631075626, -721412342]]","[[-304023920, 551659779, -374596135, -1359310942, -1549007256, 568112501, -950247422, -365972179, -308859380, -273600525, -625868277, 1035572478],[-744413600, 1378810031, 1741200207, 1136865334, 1354121400, -855979031, -1200687466, -425293057, -1206424142, -1834972941, 746670042, 1620174598],[-941398040, -1521882189, -1232109964, 1617072146, -976263990, 471799735, -1063320447, -1240039501, -1586725564, -818393736, 1071583194, 259758443],[-2039257426, 518343020, 951458089, 2102887302, -1863705857, 1026040400, 796007569, 1211851356, 71414970, 928031242, 658264410, -1534947237],[-1912915089, -1158392895, -577814513, -1479463619, -450043268, -665377233, -251883352, 1223166665, -1703328156, 422932452, -2005131885, 543488499],[-2092620046, -1358955586, -168034066, 1594098801, 275280539, -1101225323, -1210118442, 390188929, -1916356728, 648874545, -260804520, -601397440],[-150448853, 510486265, 1465189476, 1972108817, 483924763, 549812247, 1316848493, 294862309, -1598924494, -1892805103, -457989181, 2019060626],[-1600999156, 1290865971, -1432135548, 1358689401, 1155528571, -2052553326, 1958703657, 1993524130, -649393063, 697419422, -1550027780, -1838256962],[-1545366358, -909407478, 341912906, 553454740, -1719735963, -247957974, -1086653320, -523899874, -136186611, -1557099635, -1642181213, 747231917],[1782534969, 1971114556, 1521801714, -1442271531, 438183597, -1366831817, -1081906626, -1029341346, -1223874919, -1227327497, 285621862, 2084423993],[-499868913, -848278835, -1924582088, 1059148428, -1063847358, 1113998599, -960550861, -1363268957, 353164715, -2070902448, 2009629525, 1857432380],[-1400064679, -482366633, 504228285, 464570423, 813308671, 300356481, 1898908977, 1788239167, 432423315, -1998042252, -541253059, 397683896]]"
values_41,8,"[[-1198290942, 237457575, -757305564, 512609503, -1694737090, -432270902, 1826959687, -700465120],[2064303622, -420179601, -1773603978, -1112731990, 1569091935, 937587670, -1327289701, -1760934181],[1596562597, 729219845, -765961880, 1367171735, -2104671339, 1639596293, -21193825, 1745089717],[-1060440688, 1161523045, 1410788909, -1159030547, 1663933159, -738065136, -885640181, -471304806],[-1473490155, 1539566651, 426918034, 1615378706, -1553975880, -1136473232, 1260570823, -333732997],[883520572, -952304288, -616385198, -1776468485, -1819236092, -1632073761, -1090987762, 945768816],[2042870023, 816432809, -1554303724, 1369427929, -1597697323, -431345341, 60781127, 812641878],[1065052781, -1885388374, -1794532995, -98684653, 975676806, -1980095245, 1547786242, 721427840]]","[[957314041, -1446534472, 1919273112, 1347009377, -1124783352, 912155622, -473029964, -252459051],[1081851698, 154509223, 1749226354, -116583910, 1155603708, 1317637441, -1547233349, 14576490],[1712134582, -1302056700, -1462218406, -966341760, 1930240195, -1224508726, 2055127751, 88189677],[-1517546712, -702770849, 234251261, -356281675, -1176203964, 1265132699, 2011893110, -398999719],[1582375378, 1395351766, -798826162, -130064194, -725142015, -2132339917, 328809753, 523859084],[749099085, 1723358198, 1084825243, -498813479, 1810215967, 1547152711, -1584716661, 1152852403],[-400201753, 2023663578, 1923191469, -2117053483, 2092360814, -833121633, -1350383222, 1026307858],[-1393533853, -518556687, 846563038, -1686429871, 48022864, 430548952, -1047993527, -263847184]]"
values_55,9,"[[-442150005, -1703958787, 195159190, -1423711040, -670433293, 780956863, 9880082, 608230351, -1776897861],[1799006185, -1593203796, 1421187465, 1158936187, 1342094034, -293947793, -492609355, 2099698920, 1032023563],[1117230644, 1318679819, -324047241, -970103460, 1149754219, 465359369, -1889070651, 1885770720, -895060067],[-665923634, -1923699173, 1410927567, 1839077812, -396328933, 222123909, 270706205, -1536785832, 326940167],[1176228952, 612090854, -2006822181, 288804742, -482031190, -842393960, -2027310235, -1335683962, 538752251],[78927216, 1509575108, -1734697309, -1161658622, -1787465538, 1703193531, -1600219059, -830645239, -542307493],[-1409152111, 689605022, 159586407, -1821906968, 845697551, 2018587636, -431782754, 1230779830, 560550839],[-1715062816, -826947000, 1458824739, -1381826500, -1597091402, 1490134575, 2011657066, -625857046, -1537453351],[-738553409, 1941342395, -1349085506, 712435527, -824065835, 377617184, 71295726, -1086232785, 1281236416]]","[[-932460969, -2062503553, -574853457, -1627090883, -133395525, -1255466189, -337255126, 1901975557, -696603400],[740345970, 644306544, 765345450, 1528803901, -620253355, 1961999940, 1758388410, 1412636006, -2093704123],[555424092, 462571030, -102571853, 1377508195, -273353185, 1081121546, 640636110, 1159559052, 1873578729],[-195592583, -2001416626, -1509734388, -1569642441, 474204748, -1587356061, -1922658243, 381227882, 1946345524],[2131552937, -1904370414, -3907354, -2042706862, -1386719514, -1398639645, -1387955921, -1274475453, -711117787],[-930654999, 2020796831, 102683349, -821066265, 1663113154, 1059805600, -805291335, -1401362085, -1409803246],[-707104962, 421854104, 2009605273, 1667989957, 672500314, 1207757223, -1198358643, -1112715136, 1653334487],[1282265236, -1713973815, -790018087, -1599487382, -82543621, -853631359, 2146214246, -1523485634, 1980050145],[356638127, -367407530, 1082789934, 821069123, -33916461, -537749875, 1277223490, 891697746, 1072447676]]"
values_31,7,"[[-1253379402, -487019787, -179019356, -228040978, 1822967828, -1082245537, 500380182],[-1228015374, -1272754532, -171792232, 297291671, -480698835, 1552489578, 1120086450],[276090791, 2104893563, -1901710150, -325868416, -1559342420, 602798980, 1715219909],[936971821, 581580779, 1604960700, 215308890, -1030286993, 1472551980, -1988617003],[-1301997301, 913350700, 1229725647, 2120152111, -122706622, 1612459764, -979152729],[-702701160, -343502727, -690511261, 133056165, -1582793793, -1753916169, 715449735],[1577806480, 839808290, -658751667, -1018376993, -472280426, 786089221, 671247535]]","[[2028455915, -1292509703, -1398807741, -2095835594, -1173979684, -1457557471, -1236475597],[684928366, 1808069446, -598783401, -1171174475, 2060851195, 1477068651, -1599490194],[860839330, 252635112, -1084535844, -338017386, -59929763, -1374638796, -1153269123],[111998415, -523689910, -2086342068, 1208999170, -1508909437, -1556608754, -1453356089],[1475821447, -1164977709, 1090495078, -1660344852, 131658047, -1414856579, -601266918],[1318574509, 631371834, -861542626, -188644164, 460863820, -1916814927, 2073462080],[-1487096922, 771867624, -444982100, 1184465831, 889958118, 1439835441, -282283772]]"
values_66,11,"[[1736288931, 54833795, -820905221, -159057019, -590059433, 580795292, 218007941, -743760938, 1563643234, -1585873763, -738588188],[1735253555, 886588600, 1235597353, 2132464242, 560407967, -1902676060, -1739544581, 1458887201, -653497814, 1436177878, 1160972212],[315534403, 1958235167, 1843671978, -992992367, 260755195, -1358075828, -1359611949, -1477656372, 797771652, -1378908373, -2061126708],[445850669, 140813001, 1455267357, -1172535324, -777257570, 508419415, -949629676, -2010126855, -1875125391, 1714551398, 9677102],[-2119834021, -1976582533, -2004901877, -822299323, -2088869753, -1036885086, -1028563689, -1788933057, 796042817, -1316197211, -78465041],[426720418, 197324581, 751205235, 562557279, 888262554, 2104664495, -1794561638, 1513635623, 519823856, 1899901900, -1521311072],[-1511482844, 1084069450, 191485791, -476352241, -414924575, 44878488, -135386663, 422890804, 153035742, 714476029, 1460921706],[1893795791, -115600525, -639114400, -488810920, 80732749, -1793009084, -618787293, 1164065242, -178149231, 454270789, 485428400],[-2028217525, 2001360316, 375041039, -1628040344, -1467805609, -1361171043, 1125292947, 172525240, -1389976897, -894743124, -2145152720],[-2123970956, -828634340, 1406311354, -1637472788, 486560160, 1464685347, -450355276, -1354286852, 147894532, 234673754, 556700628],[211851471, -1597702943, 1872155198, -237068193, 1896185992, 48349977, 1827889855, -1325584479, 460053724, -1052182948, 1081773283]]","[[-1412818681, -1329690722, 47826751, -1042129877, 616460505, -1028141059, -361497955, -1805345514, 1396129991, 847185170, -1907957423],[-963603491, -860104010, 1366494042, 1229012167, -1141820757, -835950565, 669337241, -463649477, 1971227500, 100916800, 101157482],[-655103269, -259543299, -24287850, 1811731021, 395508619, -1632145198, -1085741040, -523123550, -91081600, 1159969195, -1802704028],[-1940483717, -508202624, 568237041, -1584203275, -1553278078, 1746283670, -329400872, -1137360541, 401023326, -306643568, 1373591779],[176303783, 1907483348, -646015299, 1955389041, -1842589628, -1694013389, 1241045932, 1867933655, 90111000, -1699533512, 1720004785],[-1748344785, -784181665, 1464732299, -1372913830, -654033362, -250305305, 1233772724, 397780220, -505589800, 705679978, 1655521846],[1321175136, 535855642, -1810933504, 1986476712, -1488465992, -344621736, 1501241393, -1587267684, -1536287264, -412721993, -1525803540],[-2052746563, -302345419, 256666296, 648928227, -1836273063, 1555231134, 1603117941, -1759227043, 522332172, -1774487538, -1233420279],[1811081455, -1378699117, 1952992811, -435851483, 127695748, -1673855909, 1200029501, -1203094864, -252262851, -2070909053, 527176226],[-11143247, -1704882426, -1017008404, 1523409179, -1364780015, -1035739286, -1098814724, 94729488, -915607267, 752139738, 1230741428],[239376878, 845213823, 1850293433, -506168718, -1626204363, 837913609, -1278088670, -1747606170, 1882220561, 532723472, 251481622]]"
values_65,11,"[[1591441245, -612969750, -484589360, -146492092, 2020871592, -2062918641, 875420115, 1549898636, -2136763106, 975806006, -1740209459],[-1077354346, -471805673, -1875241564, 154263095, -22622230, 1325215360, 1666712548, -487963560, -2138263071, 497492194, -1261964294],[467271704, 392582140, 807360699, -748295895, -1736032836, 947273315, 2064000635, -773299520, -1761245624, -785648066, 658983284],[-1862739848, -261218206, 1025978141, 749366243, 1114937052, 1678648978, -1194665603, -545050125, -688733557, -1354521307, 1612074848],[-15247875, 892791906, -1643802723, 1205200137, 1816839492, 948758292, -725275414, -2073194344, -1031471195, -1281421102, 629224476],[1858015356, 395630288, 55565159, 1126383287, 1186522609, -1341148710, -1799293872, 1910708689, -1640509058, -243130391, 1201436102],[1736058208, -1753431690, -1813441041, 455971831, 1255155301, 88873262, -932748789, -1968310882, -1476936240, 1526210327, 887090733],[1684533754, -1893117806, -980371899, 1487373611, 540186518, -600780341, 755896272, 748381838, 1447764182, -1516490082, 64698034],[1863642259, 1033300861, 1407219315, -638378484, -541054060, 1561607751, 2032669269, -2111472975, 928507843, 1903650215, -1250391167],[-789340645, 1503787491, 688907877, 559425030, -989366164, 1798052273, 2006702886, 670762384, -752991853, -1198616229, 1092366131],[-816068043, 1475186003, 103683549, -1105742180, -2037698482, -1838685125, 1041538142, 1305327688, 1135995466, -1654903274, -268996059]]","[[1172443742, -543425005, 1795626702, -1572494828, 111839931, -1038566755, 1158092639, 111490137, -1893635438, 1498529457, -197821242],[1793868617, 683475692, 1004483905, 1106387326, 1302172963, 317329653, 307050054, -2050877486, -556890237, -1004751456, 313341523],[1972218538, 1906729167, -820068892, -1460732828, 390190286, -367008489, 655363289, -1401987700, 1346181120, -1552712671, 1929969738],[1933695727, 713481086, 2048605257, 911406881, -1058720407, 1173918145, -1713657664, -902317366, 1264014484, 264726791, -1837129886],[-1217187632, 1628560432, -1605587911, 506149538, 631017779, 203279246, 542554878, 1672115768, -43366564, -263080338, 2013556258],[-988574312, -375163207, 1901587511, 673065303, 1806265414, -1352893768, -501464250, 1802336081, 1706675743, -476911074, 149547014],[2077445715, -121085209, -255738881, -775928558, -589499843, 1965179343, -643920640, -97109779, 1625644381, 245177222, 878649154],[1022234855, 1839593581, -132249159, -1413424543, -1047826838, -1320295086, 1768202097, -1036620962, 1925585074, -2111899093, 1790222148],[-262283475, -545124803, 1402255519, 1770272795, 1767690928, -1226151899, -902636028, 147896107, -9753739, -67246515, -1407248465],[222367985, 1679349373, 965943780, -620674038, 766288754, 1815760307, -1692971808, 1252290316, 1515123303, 109417858, -87158557],[1953722752, 1736127866, 1135698759, -1656849295, -2077161134, -1784251821, -1719155799, -454398149, 1000483919, -262216719, 538857849]]"
values_62,9,"[[2033143911, -1559550429, -1090329063, 652080618, 907623769, 277401647, -548406815, 1512064962, -368809081],[-195085705, -1892168375, 1775264645, 87210369, -1695978284, -704591922, 1747478765, 1662077527, 1599166325],[-1982420931, -223875733, -896657446, 2062989775, 1773613826, 1825049883, 754334054, -170130651, 1867493624],[-1900939063, -1755709224, 221043095, 357715114, 1266270672, -1089839577, -146754636, -1102290569, -488876495],[1773848617, -1363990017, 699119257, -1770859823, -2007956489, 184780138, 304300900, 1509507660, -318121018],[973621335, 971503691, -752766446, 1273956049, -1843464165, 2039484357, 203412602, -360290995, -1442607973],[1788754244, 1572719098, -727416203, -419474069, -1795733708, 85728715, -15482446, -1125643506, -1884444169],[-571425064, -1303175262, 66212515, 262359514, -1277083525, 559017340, 2101277988, 585102745, -636325653],[1037700765, 390674535, 573954367, 1081250029, 876511412, -891181464, -1748263327, -210235063, -184816916]]","[[-2090918604, -1290262208, -163421430, -1352228256, 1777767174, -725580612, 2123890505, 1191365319, -956232963],[547623672, -372553112, -1782662895, -928297218, 23066577, -888496926, 1881269444, 1898361253, 1485084265],[-1102430461, 544290484, 260063082, 1800951742, 1488089742, 1190177496, 635336499, 24154978, 1532594953],[-110521395, 2047831322, 1161239135, 1699220521, -82195423, -857370420, 2083385952, 189112426, 1225457483],[-117333334, -877734974, 54688264, -1520166060, 1898280430, 1729279396, 1932640813, 886867692, 74377179],[-1709518726, -1060191201, 1553122578, 1621340758, -1867796868, -219431544, 1389352814, 409505213, -2077870624],[1771186767, 1618098213, -1312892031, 294032094, 1457025593, -2138366673, 1923204196, -1158466023, 578792259],[32035838, 1870692912, -176916975, -768944227, 2124723763, 1638699992, 524242531, 1180174339, -1860324334],[1113643409, -179397155, -896567001, 2126787519, 1795580148, -241333070, -257862211, 1640714712, -1370564620]]"
