inputName,nn,size,isign,data[size]
values_90,2,18,1,"{7860953610227296972, -575585372792225515, -2338039855497423931, -3333917247474297320, 8300454152658333348, 9202566190106508054, -3779361814840018596, -6412474616047249844, 6993154387781010634, 2133172556931865013, 3152118497584982992, 117753515247216667, -9050023806730651681, 7003172289848700677, -7639543229509502787, 587710997147806786, -2285158514206391240, -8570721358718900876"
values_18,4,20,1,"{-2643458692180722322, -8648506581414041496, -2524477086236479492, 8940969849401466172, 4967674302639103168, -8627316840128682808, -6114169759155381493, 6488702183149604228, 5639734415507837760, -6125575194672451062, -7263961849352242549, 3580612815812029757, 2336972690076324658, -4824063376014417255, -1485668279219682241, -3600317903966388683, -7866393124631978076, 8679765607623261134, 6747377628210032919, 330047087166115532"
values_52,3,31,1,"{-1431290842625336833, 9046103772125041470, 8312743369539755045, 7387319864948272405, 1452926427820257984, 1261343119813840687, 6206235772710601687, 6725027959751966443, -2555085774510222159, 2986739303704656602, 7988577135063870455, -7473939159180722991, 4903222858822843119, 4630974085712104306, -5801668686413533764, -5448721654193964214, 4257536131663415737, -1296976782733084317, -5760206239300034353, 7063669406577448780, 5678117142863881524, 9170404345912800411, -9106030706763771002, 3087298841347926242, 3087864437763968891, -6211330811301310270, 7846489746177834816, -8250351852866625165, 1625414718606882961, -2359779884749315217, -8760681992242114553"
values_44,2,21,1,"{163064050816989454, 3574235061802862796, -5959574238493444076, 8139957150764829407, 5750021836211710029, 3298705664010357636, 2834222245675375190, -7331666706323672979, 511322647892604701, 668296304902744540, 4757769960117066473, -2249960448685101959, -7325485534997670024, 6149310632864598258, 7004300565555600229, -734130271106686596, 5775902902665388350, 7682293205816929837, -9116359716405385416, 861956088758108977, 2261101676257373621"
values_17,4,27,1,"{4050874720878341529, 1701384802188234940, -8399712774166441414, 6921304181311411896, -3331793261131734149, 916375083615441880, 1470819308056091182, -1003648757243355161, 1767553226251514131, -9188533638052163573, 7043435582443589166, 5910640841868173788, 3685278404628031447, -2651599099465788872, -424242897023512936, 2840948115152025135, 1556714351395287674, -7676552554731417586, -245690362901722422, -2776607645425996595, 6621126343483519398, 7020711996507041082, 6575717981350168039, -8049190481018843802, 3551456504563484819, 5443251416655261563, -6888906994434010147"
values_36,3,24,1,"{2866365659609872594, -805112550314145010, 3678372544648352840, 6113348489868433850, 5055493818662898318, 5779470590211226465, 2707068117652731423, -2429901804920791789, 8120683811509751785, -4703193654024255631, 74714955076499243, 1679555481395676206, 5740189735432829838, 6088560100801411361, 9022859799729697103, 4772534205511756534, 7039206779861083803, -4327852695906758040, 6723555003836452111, -7316075261715860420, 6805883576816427784, -3568530859505722499, 1497658436479902931, -1484319104151990399"
values_49,2,29,1,"{1942024548989968525, -4367002944277737981, -4097509081960413656, 8224450204738517859, 7110513283209907817, 3116743611516704886, 346873336750350584, 8573471211525405761, -7147029007887702656, 9070254873412972434, -7659568503995356340, 8894969371715770667, 8901470563661136024, -8174570027176642252, -8745945526378520826, 5803121400989386579, 8734785761038437313, 3644736662432710032, -48124603311392907, 6472261004809277176, 4758083537282692699, 5218623184842463553, -5421550300831435282, 755761813511372021, -7457115799663239998, 7266930049463440867, -6484878649126283480, 3080962870610152975, 8703955493492557106"
values_86,2,24,1,"{-6114353287005467242, -4276916544697369076, -1098585320089799782, -5378902201163963490, -6671676424883598704, -3714740128885804042, 4580056011592412168, -3944621616819583241, 9060050027544797347, -7074716952324868351, 3264511233325096739, 1144605148035409250, -5197775120315368758, 8102838483371550665, 5448829376211371081, -3913497195928845588, -5045671343374099449, 5619375219190203529, 7596398954564570166, 6784819463513547079, 5938507486407081503, 1148708872762906496, -1689870608963471703, 4067044725088405187"
values_37,3,27,1,"{-2286540013166320306, 7048565168089134195, -2469917092671415113, -110299760585218178, -1627382048298291399, -3660577455343613695, 8808729465860557732, -3460053739524543252, 5262067788042467601, 731903092920913101, -7912128592170063271, -5415337783713117465, -8788374144317555935, -5933978617955313878, 8434886394405540648, -2370879394502179404, 8766256597955370054, 3111721916221918600, -5404843885905026590, -326899824665061261, 2005695650191465137, 5541034388431264888, -3280264674392906227, 4071706895232268782, -9167954015478588437, -8783923939854188243, 7639996404780347683"
values_56,3,24,1,"{3211105796537163886, 4899636603720467956, -4374100996519089167, 5951284559635199882, 488846152044393128, -8442286737280387536, -6306774004673337783, -8434502608594974796, -3227943961046773061, -6653789033395704420, -3791897547564374407, -41729973785162118, 8565606629546734907, 1512699958573730940, -9096895338179368863, 7634168301389071320, -3071303752208244121, -7669477540518509153, 5612614539021407356, -6964383272754680763, -5990746810214201232, -2124581222755557670, -8288212366125384329, 2361712713484431432"
values_63,3,6,1,"{6935024335421277370, 5302110647636331216, 3108406436145087526, 1308779050724569238, 6779549713016643734, -22209841738632172"
values_35,3,29,1,"{7884405527180652683, 6789660638165984007, -1339840884474076949, 2212528717769658914, -8262172186363160332, 6312966262587768043, 5939050027408246102, -5802775330609763688, -2003463126748080237, -2520972145435613061, -1523535541432576492, -802794295077696672, -7426586371396707270, 2923808707831297921, 8106382828702247272, 5370534597433488656, 7362083259441860615, 6423869179834732491, 4125167612221060059, -972794658529992685, 350136312424559751, -6841534008673046142, -1323765777493141239, 3538595905162228910, 4935573327963085286, -246240075564011839, -5754800753375182474, 8371226212975009104, 5046125688209016661"
values_97,2,27,1,"{-3627953457631348763, 6559104206189473512, -8257663523663874433, 6345733558246062020, 805220336541452115, -953505770317047185, -5056126074496089762, 7341534553423846252, -2648939403788071284, -6803228036164935629, -6994159210009710249, 159764299703330319, 6274422521580674603, -6930500500072804862, 5739284816508133545, 6862236398190464028, 4272655753338098205, 4475898721476771526, 1061067214652554143, 3464284817247190630, 2062027769966820438, 573211873342942188, -2131441515398145515, -4502651577266611944, 4068039890731924856, -7801204444224227439, 6802266805403603950"
values_75,3,29,1,"{5569256603598755638, -1778553913830670168, -6439413122417312256, -5964899126678763494, 8244140105480108604, 7549772016786852995, 8328017356133796587, 4139759934638415929, -5245858370130346428, -4873667435750562064, 3371742877417380073, -788719421611094737, -8107285465298193634, 4200409937429782177, -4721537165011060298, 8337873741121567170, -5048736117185033787, -2920359157793630819, 6666555340975313309, -336145993937688455, -3150307211676569570, 7223789586457615174, 6967060879357593601, -3914588997342252947, 5584336459994018729, 1174247471163748855, -7311901797053101528, -2652873503145664039, 2805252590665319735"
values_57,3,27,1,"{-8388283476870002064, -869247496138019548, -5444227762085326306, -8892910558846922575, 3711362329042271594, 8813950562512990350, 1815572741728427081, 1209520856111965852, -8708827383091319051, 8350722697194761596, 3398137630830230147, -8841667499285995038, 1410507526454434683, 4811756393362409844, 6009427904574484309, 788441592526043876, -4394322883761091821, 696819373366155467, 6082836125763256613, 2310957139995622247, 8248425160920572556, 2405073346865147704, -6380980799636739153, 4393530420348821163, 619395730675032361, -7008019060880658536, -2707598200213470885"
values_88,2,20,1,"{5683225647789333354, -291004590888653938, -4712104077716544959, 7348632435423842368, 8273900095819919962, 1679678079878151113, -87320407317550139, -5482860958575855330, 1351506030248202752, -8079225529778310869, -4519307322531346508, -787352339414885576, 3713796687413976761, 5205100277339261840, -1359375046019099382, 79053727061268512, 1441003835452149495, 3068133770107780972, 6891152406503333495, -394439604627557310"
values_10,4,18,1,"{-9139271572648350871, 3274091468806989970, -7093984734762201350, 1885882289223648316, 3810315622150577692, -1778013962487959796, -8854342055236177031, 8622552515106113015, -884542186771795408, 7419549051078393880, -3730475425090976237, 4032909253189015362, 6891412822768538466, 600964573189897765, -6299648326712758190, -3889906264785366155, 2642494908749893017, 1694365121081209931"
values_53,3,6,1,"{-519632433068190021, 5219817291500911664, 6899024587919097948, 8803144804173536350, -7601786387194398677, 326507815622759549"
values_8,2,20,1,"{-411216043616319477, -4775099252736509195, 4966877117068025958, -6199954655581953290, -7142114665984563318, 8300108324781617920, 1854671369263391518, 3489030429605001091, -733935960475715137, -2444112326859989731, 1719188139294349048, -6110259209073665467, 1375917602114669381, -6043419773798868870, -1537274380917730553, 3900293933037143802, 5511905911979700649, 3118504450048395215, -5835434429960917767, -2046499577323671944"
values_39,3,29,1,"{8783577256170144555, -8440853091409674985, 1575265824510485576, -4196229604976425312, 3355722714083083416, -3450517753260663726, -6447182667379472518, -1853616833157198367, 6273506615010300168, 6320600233691231537, -2334308575381109113, -4866278882706878664, -863207602004951189, -5633875237569474296, -691103979345996557, -5536056319936598220, -5135996917658912219, -4174594823064771344, 6470628995535628012, 2451508591883943186, 8799625724127695506, -1712057433192377724, 2163368948071581203, -6306719020887674207, 4030492950860541917, -5192256140411309138, -4719630914197270253, 3190231813635082347, -5121460134172857471"
values_47,2,27,1,"{-2532220689088583657, 7177384352956728485, -1972372313154639393, 4469601093576346469, -880745035620268010, -4189587265511669992, -4137653657258066557, 8718490916353380739, 8621721823443918567, -8689686301486174641, -5866988644529989393, 2118248222711860791, 1154488765921040113, -8115888885953536107, 7443542833519450681, -5688683613166588602, 7841422746249004067, 5437275367840953250, -1570225907660298049, 1483763848705766015, 7956985551246777357, -495214432350690467, -6394757259019033409, -7434649999577716196, -2322131601884268913, 890506409794608388, -5339876532335374825"
values_60,3,18,1,"{-4237038468718534908, 658494623481759492, 1927871335667834657, 7854965009131524372, -8995568815513003620, 7717894471033683630, -6880910431363635970, 6416079371777049900, -432779591760448698, -3055586070516641207, -1638285109543985805, 2886365107168747060, 504674236367755139, 2070657948158096841, -7714295231157041062, -783995499974692621, 3129420279034319417, 4722589021708244569"
values_89,2,29,1,"{-4649283629962689311, -2726231214948969348, 4554591591870565544, -322164478138856592, 4334317811908345632, 906874764922740123, 5525928915089531997, 3658187626531798403, 5752469918466771120, 3565144460562701946, 4720519023928003609, 2233313570268094607, -2757269317756227877, 5396605051196885667, -6845665228882230951, 1190070615786480684, -7683327782405219182, 1071316432165173737, -5368544757039687064, -4188433315646216889, -8166967172783505580, -750565368986957456, 7861440674650553399, 2440580110450041536, 2369843579229005410, 8659147988371981800, 2130596878615257028, -129997649736282916, -8133135299196124491"
values_51,3,31,1,"{-5227437325441715976, -4767702005789414622, 4948650913119813757, 54717934608976502, -9159077752618220404, -940264224026354115, -1921026497265054424, -5227813522498879527, -6971217402007205829, 6743150036559875347, -1732436419412996413, 967037502397605012, -2786330372236474210, -2488577976711244041, 62415378802545250, 4782820970806457904, 8100365793397139036, 1171254429957719670, -1941224008854257397, 7371974801202032876, -2267021177784244858, -7948574981352862049, 4289290064776476296, 7896591419923630848, 943705962066597058, -3716628659795669354, 2790220894120698730, 1708203116180236270, 2578134051818379267, 5733929948648434632, 638750309072684967"
values_14,4,21,1,"{7007065266096432778, 4829454309820737505, 8129985696354967927, -8192222257165185856, 1612198474949114121, 5608702535225302632, 5470121320873710690, 79174797197333258, -2455103933989104189, -3469501932128447055, 8285275462264707209, 8295470266717562847, 6569380409780267925, 8276056891300998576, 7658487834958814301, 9146477767853756261, -2502898991849075430, 3173764522544422118, -4276290906074576949, -3020275969351224291, 5846292995008164002"
values_28,2,20,1,"{-5703054555489235294, -6856763900532095680, 6352168366456563203, -6774903043059874666, 4963267065162271587, -7669771031388917003, 4378311561466181215, 8843103964444239994, 2306205839626941122, -6736567450769641828, -9044039008854452356, -7071091198409281590, 3432368453622198681, 5461704321288218592, 6744491479162320064, -2701993759723897409, -1291744931486436154, -7024512246345486120, 4119015175232451089, 6378337888081092829"
values_16,4,24,1,"{2654680286341757277, -5976349080668764803, -3983369372471321975, -3488671293216070284, -8736217505718394469, 5341161698516619476, -1039100356666467730, 1744656635761356385, -7474750187702406210, 228990309151110728, 316271639448982108, 2639374041769376348, -2705850172702474642, 1252265782232891438, -2893208548200905480, -3569532221159441848, 4935736949835676571, -1943611153945450424, -917781326552429623, 4130004985992531384, 3784737250108268577, 6274912675597614637, 6162878681432440642, -5172402448236988855"
values_34,3,21,1,"{-7396910954473951760, -4084770723846872989, -3299053627389568751, -3885291277389705357, -8573907241728736659, -5355267358200034176, 8779784529091481213, -1412345978282888113, -3015352662986842528, 8346549199865675285, -5406660732764271810, 2210593240176206203, -4897203956586522751, 2358947027258873327, 234893140810675035, 1029004327770913728, -7953688592292779102, 2524762509027424761, -6523217039650795606, 3669948379052355347, 2669515629642878355"
values_82,2,31,1,"{6304614451968518595, 2652237837033163701, -4846251384079232073, 5017058980111152417, 5794555098479113835, -7157948515389373074, -2999859300146523683, -24338407560735512, 6835753956229743138, -5530455707865541992, -3436047054519404044, 6198268689586464471, 418931258363941307, 8761146583988805264, 7041960919848042202, 219871998475124155, -7737895416812377838, -5956723449966098761, 641520190311222562, 5462990955852462426, 5889483678968673114, -651304121860838132, -8205837305757591117, -3210297863377004087, -2412513890481291192, 8160414430293993207, -8382110888633608307, -1057734484391879432, -3454402981339993348, -8695265793941537677, -1248225591798101524"
values_46,2,24,1,"{3962027195799767582, 4189038476879107372, 1479912843669454880, -9198124393632855379, -5396271611436275152, -7807558607906260465, -7304968195069899769, 9070412765789272826, -6026282190510206733, 5920347212643843653, -3742858826697502727, -5512452306035598039, 7487237363123847652, 1714372990287229525, 5881146677010877489, -6811599934762347907, 9182607229268491365, 7027473262345108803, -1121514490066972901, 1433330468185176763, -1411236886329850744, -2659671485653229043, 3165267178985966231, 7346612858587585677"
values_27,2,27,1,"{8136754947847132119, 1426719366443689355, -4835957557584788619, -2898776603017685096, 4155543649601378983, 8891658290308734308, 402540585988679933, -5970300571223465248, -8029414112742021801, 2605407448750072766, -4867280948857651428, -4714086529597898515, 8019036780693801324, 6041862277777745364, 3704999124809818673, 3114697698897274754, -5086182749636042934, 8869809619231185629, -7804609690276370806, 1040800338335768888, 8518434832340411193, 3816985067879781758, -5737094091464335123, -3874251262152315557, 6042844131963808397, 3927645659392022802, 385869788189064606"
values_20,2,18,1,"{6385452881158215756, 2174253824285776156, -727740152867642367, -2810695381758180284, -1795784496345051415, 51552131007001810, -4006661057758593673, 2998606811884696963, 1637727586751570794, 2371089459038673120, -4818712698933689593, 4285537821872860168, 7991948694028321603, -6102889133027425861, -8354179759305746268, -8081349574104743997, 4569048599075575685, -7007895306429080709"
values_9,2,29,1,"{-5675413844679479702, -1323448277889171665, -2729266979529169083, 2425316769090153122, 4434231311896633052, 1986055586770692602, -5890177326103685159, -8705658774870429021, 7586436696305940789, -3175638170702290234, 2924124534719482621, 7246055785775501717, 1197156551398107778, 3103130011817800769, 2019891645130640951, 1455023602769631937, 2265533806677106804, -1053481018910202784, -6225909688729677402, -556899379398127558, 8132237885787248312, 2820994965930850600, -964472215083699522, 6255823600287417068, 7533947846377128943, -4814579167985235382, 2261803668614513309, 3506371370101010720, 7543532183516613920"
values_92,2,31,1,"{2496686196359129170, -3013509544054286891, -3116660681946923819, 6380395180075848516, -9178264829287088924, -6344213762918678722, -8286297443077709757, -894414559777321816, 4957969036349296815, -4908738832672061530, 2718786532312686409, -6632248149147469584, -4015019840071501230, -1857373286072467824, 677659468238000374, 2551954213064470442, -8564663693358912120, 5478015194601765801, 8174124384956315520, 8690281832334900767, 6076903571234680505, 2750513571591318594, -5058185291158275091, 7777256053385951436, -2094406881315647150, -8461259723141515062, 1179170622846021902, 487439914595937401, -6818534746909926056, -9052659240981158161, -6606778929546419636"
values_3,2,6,1,"{-7289189136239251942, -7921552331043459033, -2817645499676719631, -6792224247285124292, 2707545337430048028, 5759107804254343349"
values_98,2,20,1,"{-5720704461740037989, -9115267912465216138, 7329289434734083425, -8278648368213382931, -4249086087666537223, -7513873849437496919, -3118816008900039264, -2285108128180446509, -6692263969472368223, 6553706192851910938, -3522349543528207483, -8435977922129278323, -3507414577684924289, -1474113365702881431, 8213045257502395571, 6046541534427349806, 7396250568243525928, 6130721490830623332, -1418390967845976117, 8380510215414143356"
values_29,2,29,1,"{4383883768728093858, -8850319156402156757, 6066045461384199836, -7967734768748855479, 375851410816479874, -5741670414492773473, -3599498774219817195, 3936086919572156490, -255274063551117055, -4612560469640489011, 6590494425874618241, -3523556143495593324, -1458551781065674159, -3148580807948593419, 8962950750906070728, -8963734793330793893, 6451280657842378289, 1265135766986292964, 4301356656420057217, -172426860191694202, 2103298258030382475, 3897854043595944807, -2602717427122327033, 2080118115649837990, 5997982040812458476, 2964729364056439984, 4621871211469415738, -2962421038936796245, -1774999147554873431"
values_80,2,18,1,"{-3697448838535858283, -8518764951935781049, 6078666944333996782, -6943020957201008836, -7519946680598034670, 602117574227838584, 1160581435020773375, 888452916305916715, -229882900494865267, 1355816454313537933, -6496787119042428693, 3708433048461628379, 6279996730082189163, 5976515270644602865, -2998236090342186770, 4906110922803102576, -6660921899844501067, 6941546585362409023"
values_73,3,6,1,"{-5365387757315064121, 1934076782000133738, 2357855696455474092, -8423471061427217390, 7737702226759917585, -1597441084516551512"
