inputName,k,size,arr[size]
values_63,178,30,"{7738819775516367896, -393448285421480276, 6304009429085206005, -6325285700149429193, 5274758360124918216, 3321574465659958495, 2700697570946011859, 7795100561916548985, -8874462155177100217, -3881976622808244185, -550974372318475587, -885640985074447748, -5726403887719818536, -8736032705465259677, 7190478666298918754, 7043061726009338305, -7106395196163233890, 351502027407399634, -1892845184293163683, -313452350800656972, 3325772951623960604, -8181811490078934757, -499569444130669095, 181028517413625429, 249062508316644490, 4597105600305984266, 5633261381401917644, -6980295186436502580, 2218499130372994880, -5940153690440633775"
values_35,206,2,"{-1632834603980615060, 8618137422435188432"
values_97,52,20,"{-4265180089802102454, -5791570963647043428, -6143091767489341487, -6173604560488218983, 7942418800743999384, -6743660367884051489, -3963386070058005028, 3716859405304046404, -6221444941910566408, 280695627973447759, -5536660404120056553, 4742038980113681394, 9179857504629134073, 6783217810720570006, 1657154787504253329, -1059608592709925490, -4539281885501312533, -1164104990284278570, 5861587335167167806, 4917842384229942066"
values_75,110,2,"{3774255026890008035, -4068018757955543770"
values_57,178,20,"{6452605889709117366, -1049959518192152858, -3507424734520020118, 9006723698233418460, 7609453473709548662, 8601957924345904438, -2420635294229092559, -875466765661370205, 8108335724291940206, -61123931895714566, -983693065997693851, -7966357357627061991, 7335702255914107742, -2347037444013898210, 4862204640785836598, 6629909656738533016, -5835677393065565220, -531563560096703694, 645634610494687865, 1585638152696730675"
values_88,155,28,"{2499483978401079436, 2435047987654195144, -8869198069441425688, 8140577687125910196, -1518197809465650076, -4197816462163551378, 8534181463710304221, -9010360207410377874, -6072289542134763514, 5637782708670603869, 4424684519631212249, -2388470133217524798, 7451187610349945844, 7400427453254504978, 5453622640348386102, -3907090309307698647, 6923095116172931693, -8677227476023258534, 9205363641474502309, 464171702423993531, 3857850759325492818, -6494678592125440702, -8546252488816870249, -3935973953491276336, -7424308717802337220, -5397072834101386255, -3439205790597869280, 381966611180366762"
values_10,225,25,"{934327020609097631, -3118047675969937176, 2769213932842782701, 383420068783135389, 4275505326561142587, 4872771003771656275, 3232243386496557976, 8811096090665529988, -2743156827181420991, -8477203027121152999, 4125200066253912554, 332434225645548465, -4423083281679099025, -4408981830894497330, -7251589995111297142, 6015891101330758345, -3483760371948031248, -7663700753760935735, -1706843934289569425, -8365153131476778174, -8489197787850018934, 6206210293603345055, -3288123796365177829, -1897517248265788234, -9125422620679918547"
values_53,178,30,"{-2252168849470023403, -284525832415597364, -4468557106019381145, -3630312603101131554, 8943103705168783009, -543928248564724244, -7902837234329917413, 6005067682638897978, 174640612106266759, 20562991484533467, 8954883375816592093, -5914334368890408695, 4802433583478221359, 5463555024053855433, -7711120462615398933, -2793456684659256329, 2806044097894593664, -7401012532487244201, 8521397718177345870, -5561030376566170364, 5406692157780292947, -8852255080161747824, 2602547995423908957, 5635544280287697612, -5735580411056881714, -3415011146677160916, -125494953800212446, -1308175740317766356, -5176549250008848407, 7741233772863392517"
values_8,41,28,"{-8771764042287254236, 767799368539003967, -391329350970448528, -4828412270802483595, 1803162590639350204, 431673163261681660, 6542789735794436181, -5451890769756946482, 2541207877010942993, 852100604503784801, 2093666328121048094, -4049717018627682578, -8590906402834147352, -5224504314211982896, 4853329526735822948, -471021345414569902, 8573312162960082617, -870537871798250201, 4725812824836714976, -2437005732042596454, 4753475252624089914, 3074647300181086883, 3950891310235621917, 7766774975637602937, -7681378279077157946, -8897155105899296570, -1372583394022880717, 3327004760919024787"
values_39,206,15,"{-1744973633648068198, 2068540993574029783, -2716464966712581896, 1421883892440298819, -2176952751000782297, -4543890861536068031, -5695522150067788525, -7144680335231036942, -6680514521021744666, 6013017057492124244, 3761899684120365278, -3725771888826578467, -6528891247525630840, -4166081623668397392, 8874994796891145214"
values_47,40,20,"{554117317328722013, -6107929196882394149, -6359488242939034880, -7957226773350925797, 8782623565857723291, -6453622320208548833, 2464779757242034850, 1255152799735579128, 2959583906795071120, 6029288818587486918, -2222206853655504242, -348138216778524777, 522124661232207587, -3889383293075030041, -7340103024820051531, -8434751361828606608, 8548084980078072210, 2192056441593083264, -9193282581001627251, -2044793111010538408"
values_60,178,25,"{3958290058547423683, 2412983086982799084, 9110296470640944398, -3418333320437118411, -736526168097130467, -6679642969085591878, 2219502418759098262, -3092081753568898102, 6829953347126273656, 6777040586410451758, 3974925073508170439, 1092466351043778187, -3259529214597061911, 8990120173842190404, -8788730418850880191, 6567058421186164755, 2018317697830722738, 4744268415144065577, -2337679562414797969, -2562589538394058199, -4730503683832391355, -8062587380186291462, -7275126051777699673, -6280303285904401354, -3167698411880154677"
values_89,155,15,"{-4910282651081587434, -2936463220070584173, -7776111370030639062, -4736620226888416639, 8567160063981617726, -5442999584651419786, -9157661107796550338, -6545161850146709936, -2281115525860849774, -6545031157578005079, 3665244648848608828, 4548364850143549009, -1835075849211564910, -3576328618777026261, -7049286153577924249"
values_51,178,8,"{4015184399474869544, -1386585675838273834, -3989500085485314122, -8883229217473407985, 7266379270085760, -8806647723618921514, 7410477605189956353, -6985304580843282725"
values_14,225,26,"{2697696532183667522, 1316225316249188597, -660173119160084982, -6571199258562386588, 6142726530357318844, -7484552335787971660, 9113017252183402222, 6149154206352233431, 2235865457676070773, 7689951583323327120, 5969225747607163925, -7971707366927171229, 97759633909667491, 4954796614261109518, -2305125082330292925, 1051901779838127998, 2608938556002794578, 9168784039384595799, 7563086813869964340, -1570005677176432689, -1025239689017719462, 4633031407885558414, -1083947418611655778, -1848545121533460722, 3709407770039442701, -2790387510591134833"
values_28,183,28,"{4413635676341613884, 1232902880410316303, 565966254855543308, 7493885816064379082, 3964356875130136694, 3309271002766601241, -5711295166129741464, -1193013804097313547, 2175795960051245403, 4774473402454620898, 552139521698599038, -9011407233329937821, 8685221388930855020, -1600557848402862520, 2881181231683745596, -3980621220437259474, -5870365264143019694, 4871000774371378882, -8965021341937162695, -1999120791018786342, -5301069492562366146, 9218052414886487316, 2494877741579225187, -2017275447710799764, -1446781289531244894, -8391450625221624072, 20960586052271891, -6200434159758453867"
values_16,225,28,"{-6851373515766571098, -6975039895033104204, 4570696121013784856, 3158635427442456546, -2617509396795536283, 857983382643685719, -3828770480954739318, 4699124058732127589, -2231785071331027737, -8211519739345574797, -4749330152538238540, -7385353568654527399, -1581140055641921918, 5783779752411932378, 2323748297328529348, 4809019730443105763, 7591939072594100756, 3728977207972339170, 592107184894112574, 5869919329341594758, -4639942303914649063, 3998419409160782739, -8506215018443084655, 6905596380923177595, 4315583670709963545, 9156244659889665275, 2744027004436603880, -4662472932180940740"
values_34,206,26,"{6016647395063131563, 8013229418325295540, 9196361052357749036, 7729043859401214622, -7828197337784324320, 4584987417149747256, -1350959172112024934, -7502404066744056212, 3871982528220659472, 744468729468984792, -753947008125265942, 5706641446906945761, 364345026620605666, -3171690889891197208, -7711120257295261789, -831398033478780343, 1743700713352275486, -29398035927542631, -4424559137942002407, 4703004970540579280, 6747238888464821925, -6371213991477750269, -250142001278727596, 2186907163816159917, 994702786994206877, 5312187993453386917"
values_82,155,29,"{-736125691495563263, -4512756743349850647, -7203810780545536761, 848558170474650579, 6356914140051854211, 4090258349581051710, 266774267830310837, 1618338267378765569, 7395996891566437447, 8340198589416213945, 9198072802376804334, -3617817772279606072, -3508302988211991845, -413958379902905410, 2029921811384729512, -7574913298972823287, 2635416918355503821, 4579084555200424598, 8617125275208770629, 6256439630131166523, -5179502813623312059, 3004288993771826469, -7610715209955581486, -4040072203225527298, -4295420380132623943, -4743119722264859733, -1565909065007479966, 6233519287332852722, 4448450589969909133"
values_46,40,28,"{2379941243420342065, -4000278960214044225, 45887994048620577, -838174796076605592, 6414850180591549777, -5568094650762563722, 1294650271642060410, -6752167567010401759, -7842955394231879222, -3814610502271700924, -2953165976655054986, -1597736583063676498, 5148738482461791875, 4332078664994292231, -2235472057215840036, -1252181003822170810, 2093064150196303483, 1244819889377993942, 3198981384413217890, -6899621367475639218, 6638587100485195407, 8713875213170327520, 8984333208593691909, 8991402321294169885, -6448171740168245382, -7835935792590389443, 4746198884731483083, -4311208334735887320"
values_27,183,20,"{1257613802840812758, -6741589555084830866, -8632356879821374518, 2402327139974382188, -5503500705234934629, -2249909200342707018, -2017842156018786876, 5222138475929632881, 2059206263426915444, -5797680849818478810, -4260035080271073777, -6827257742829277405, 6354769311952075543, 7398162850957455711, 801976382702082890, 3534647994347510139, -6280855821672482803, 2282199562333898833, -7359407558627481326, 2507834966802620420"
values_20,183,25,"{5672931086610085751, 6852910955540732350, 4810482780519737150, 5089431856228793173, 5641548474127957494, 6033169128973720864, -2568386568038607545, -8658964588892816901, 5739079697189248624, 2170185900753465683, -2965704796543836772, 398487222842526653, 994567873608607052, 4478983791720827551, 1759267228294006489, 5191746789675311285, 4775881173912296515, 3821794741705415971, 4703521533288294427, 3171425935791631708, -6677136857977916681, 3816289943454076900, 1740013668953681561, -1237517896794997682, 1248309455359032449"
values_9,41,15,"{-6623417104816624769, 1744840658659020831, -6130478239629524972, -4037918162101895271, 118760349510238454, -6390033722039608735, 4968073359091325131, -2691315231827282280, 3094541003146887020, 1436387892612191482, 6232262903822562339, -1203159323681045328, -4939451106585067166, -8967345302328827252, -425606711184209067"
values_92,52,29,"{7518852978621195852, 4030728681407187565, 7712151280621822697, -5161616393315819372, -8257845142281548930, -2200564199393004465, -2218049050028883589, 5281382507415971379, -2330459514029355295, -2188937560494176959, 5329713638134425923, 1159882030823492006, -1702252276617275526, 8591020561828601997, -1689295927819779081, 357834845296849069, 2086318019606512422, -2784174037217653011, 1708766457962290636, 5315103822986981995, -6908649681074678442, 430763703110629297, 3872411128685190108, -2644889585142676154, -8386614826358141706, -6406409674867109507, -3942383174649233300, 8433042705994161912, 3320198266816787729"
values_3,41,30,"{-1926010980123032573, 4290575532603730147, 2624819993712722090, 4746524224510861554, -591771524990309115, 16088794258481674, 8801113140211770688, -3253922316803675103, -8519393318731177182, -3208725489391820182, -2345869927074580075, -3377409198817123113, -163186807751612012, -7419780034691591484, 2960934741830148176, -9022921205944685980, 961584111174939093, 7400268641460394547, -7404382124964714069, -5598183570426932502, -1279351936437621060, -145541959206904764, -8487254279609948008, 4054052048137560023, -6861652072361645972, -1525321043371216136, -5548695777954199082, 3789463312543125767, 5721412321970583824, 7642812927440516968"
values_98,52,28,"{3844186191284394804, -115058993535084388, -5852847908998794235, -3438624714900025189, -2624582935998866925, -4432631051455945205, 5868214551255488740, 8895186346334958128, 1993437739089105371, -2621663244787176353, 3483002452921254710, 8506054240472860405, 1889911464238206261, -3746026934222247700, -3123906604380527948, -6081395918477633306, -769044039400320190, -7763149854475620747, -4933297286191984341, -8739668688308744101, -4808018577920011089, -2705894285233384817, 590736376010553584, 751918413263592556, 8671721061340850123, -7523524767554331543, -7549586779261597366, -6050145901856043458"
values_29,183,15,"{3365807000405605300, -6387557555979874228, 820933588910842777, 888886276772138544, 1161697558227276837, 4901650861914142236, 8015643082475049732, -202488951596645830, 3572459753587496882, 3650292888391615442, -2443796246994119976, -6084233759641614717, 1768788406868867952, -6323786495273928321, -1403731624882386547"
values_80,155,25,"{-2174448177354143811, -7314497958791575469, -2644502739200152518, 3864511705839863620, 352224382629655435, 671185876639462798, 7124157926066494870, -412290102404905088, 8001900456892309837, 2074139866426421483, 4974000600521011470, 1376390850954988915, 3030941362923574330, 4600726745832604619, -5949525747740764748, 2057556795014560776, -3653483805225120915, 3714079323512943671, -6228573799295217322, 8792692746931077161, 8687581902838487844, 5623346108146518020, 3411258167602397724, 3637535793390863522, 970891912959684021"
values_73,110,30,"{4100523959431801583, -8625181059493650667, 785342240146459762, 3403522093148958369, -1102925738983538642, -3921129895951868751, -8056350028945528731, 5388958624962228731, 5346650767047080167, -1669464525783125934, -7347267157676326957, -2067689798494029998, 279493653189578012, 6447543696204210535, -5171565783149921263, -23136795587511436, -4434955728233320518, 8164675660191776641, -4070939876219507431, -2618662217909813092, -6710813106885941166, -4616038212218316122, 514370086415619292, -3149604532209452129, -7126881344787767586, 332300717152295034, -17018573734930459, -435307203341491212, -4857988498028240540, -29388293366962486"
