inputName,size,a[size][size],b[size][size]
values_4,8,"[[-4938555241532409258, -4934782108163199502, 8276902934279558671, 8602019125811607540, -4898923471596863557, -5621518429553112455, -1105304691405735603, 3489113368474103729],[-7181356375698941158, 6318325224809864702, 1407714332328184823, -6765573161082334698, 3249282261448558496, 7389795837980953404, 5894908209930354027, -5706384115984865941],[2232721644481620347, 2902861826485610215, 7475558344476042758, -7698997703056018263, -2635918409464151504, -8150500054580207549, 90203525020724135, -3887206852485921532],[4627966549404359289, 6421294217549809106, -4964097823588809121, -7162069150460914566, 1062565935525891110, -6501605589848694874, 1970991536185070224, 7823749636597351567],[4694255303963967899, 8930435874441685159, -2616584867406921035, 6057686735989815033, -2692355056789309399, 7995477458305892539, 6687203769324865219, 7412696163721477887],[-5702422194179960370, 5146132385953451002, 5430494531151775582, -272026260372878660, -6296086394532819497, -4796673156745228983, 9135051454979052227, 5755995121638478052],[-1215369349321194498, -3309972590531736351, 2075211760332752245, 5559930795903209937, -7423518064851865648, 9051466105194145142, 5365039688447977720, 6995123011767129100],[-7172269708421123828, -593930016760029425, -8204725488679371739, 8713784114200352450, 1970452721191034495, 4878157331802189613, 3154029186019726354, 4981802728746225735]]","[[6733701072898199636, -6763778827700397083, -5530529260417853032, 4473400116560791860, -7870894798025864122, 5849452958746819395, -7278614045134164497, -6603118925226219286],[-3964291265698717858, 7360759645961922749, 6412753330882475776, 4341034968126412063, -8708438905845151670, 1769428851777023670, -2958963939306287073, -5263914344742631609],[84968679105029615, -8142486144883304814, -305542111940020504, -1501172505174377913, -3014826186220367599, 7008661786088079736, -6723482603656883064, -2168877733209665057],[4662993538866989336, 172060397957576135, 5569953249133827458, -6681623175952531541, 1902029949991781048, 8655068440213093000, -5449022468390784792, -8049355490420000484],[3969474241806321472, -1526382286229055256, 8011547425814169562, -5783560632749600444, 1170618725596983400, -7609080390401143230, -6566087777835713222, 2535717013789352386],[-9160453892599420268, -4934876955084389705, 4766863755753847995, -143437782174661303, -6459425335783811238, -2443054190975413014, 828139769566950447, 4345369248059359790],[-4080876650073307581, -246907895850844638, -4056410230437985085, -1748602279260887932, 9048689788598706253, 2823885769540318943, -3141289998799033900, 3206360956703399400],[-8329825235126894421, -8212430289254287752, 1182506457984724623, 5140580770274100576, 8169125451988787586, -2198196792604600076, 9079617746370310636, 3601175485719052756]]"
values_32,4,"[[-6817610012365150533, -685705663142667834, 2791292974639345350, -1641802624162310302],[-1480100677374580965, 9207891423837617796, -8844744159518591747, 4679822830515585768],[-4032773526739787336, 6906876344429900132, 6962062492755366246, -7118344157578836639],[-2937803792765165672, -162869915867744762, -1999706511279760714, 5100071531284844674]]","[[-3716297244026052275, 8754003479022140600, 4411162781591608593, -8750396054031331289],[5484987668973929337, 3612112040395594338, -8912471321462736107, -272325253196572360],[7612999332777711608, 6541932284240093625, -465133220480866881, -452380063170515523],[7556399860354846699, 4943446472177842660, 7243790443848542374, 5759420777329679505]]"
values_77,5,"[[3300762885813038087, -9072623726855258536, -4373969058081373278, 7340950890193222880, -6895966948708619345],[5624987526944217356, 3276554234072065259, -6426143627230994486, -2474225322374456187, -2320876121918677441],[-3142791580209470586, -2082370688170809593, -3526448369886439710, 1560204823673154733, -8806591680020771093],[7309719799363392316, -7642128714959400653, -8882491168844764468, -1189624045614869208, -8136345776072110125],[3067788750569869644, 630148761783696890, -7010029605309555220, -7789422545162555177, 7819139649869838291]]","[[-8786479709650153946, 5419206706429318404, 8335749215896507554, -2135056864594381079, 5607352057729086277],[-4038982674677157713, 6941540523049452195, 5870695304476769450, -5392535082645781005, 7175676470498554527],[3083226791247715289, 8060540031075854236, 80573490149735922, -1402812833590504771, 2976912376719689728],[5418771344771768635, 3258895770141515276, -3534475815104362872, -3003309572752886390, 8038817453665851093],[6139500811340715256, 3294677371583113094, 1907519683600987768, 8356407623313645608, -2869954477053704282]]"
values_91,7,"[[2486070376410436977, -4352742196445470841, 7618754328929682639, 6055683816692949352, 5981425105067694958, -2376901412085891381, 1646478737113060773],[-2623737010424367186, -1605396173325526010, -8853235528198027744, -2190571420194984854, -7924196549668691543, -6801240776267259467, -4779561063678138319],[7473133190135361671, 3141334747812199055, 3842273100775755286, -1783511600678877166, -336700977774577477, 8151532375559312237, -478197304671131832],[1781903634153930182, 1660611641456911415, -1695438899081349935, -2449664625425579059, -2766176679517588574, 4724958735777527138, 2316803072661845762],[-1201403741063475092, -4649333687801867414, 5368206249134738915, 2141243270800294037, -3506437211545930563, 344809700102519141, -381231771914106108],[-7521973972044183787, 9034827418776269549, -4281687464911199633, 6792545212242224501, -3425853872688931324, 7172434145074644400, 2879331731632343143],[3119170787232754002, -1558083954671267489, -1590069398317469556, -7348205536865884133, 932348585602525236, -3940660561140521026, 3105181802317600997]]","[[-3299048543444494449, 5333072625999402419, 9061578499089022769, -2512685396258519931, -5114594480183339421, 7676478404584971707, 1240723083837058844],[5455209830049591090, 3180555623538492164, 3607675863722235315, -1866707034675675094, 2028977029510699462, 7563197729111744753, -7721109352580340804],[-4101728480008006642, 2924770895246675110, -6606024035672713092, -1116905017769414380, 3083511581241606809, 2295940564538868784, 7941946521751372022],[-6894773502343233238, 3929061419931152275, -8002009852009301315, 3570009564902782423, 1013531370510400238, 8569840675323625381, -333679341273295840],[1843837983662021438, -6873521695098292053, 5286158794586519112, -7332928742282484610, -1550750592207891199, -7945048863973825001, 4820846404353264770],[-3990568496744170281, 2233695093820711880, 6965811885248385924, -1405868529969860256, 819754076491895630, 5333492274191056069, -8708871336220249381],[-7077691711049575972, 7511076773022496689, -4474204763465792952, 3747694028362509582, -5729974916939771160, -681011349980820062, 4358535359572407553]]"
values_42,8,"[[8095174077186731515, 3670925841232335946, 1031327716897329963, 6559852191418974044, 6604944465984623219, -4883411434523255234, 5930267726588536986, 3867950476706104719],[-8089946018261182766, 8108066247345338863, -4975829604413095807, 1954868603778435623, 8460549605445142459, -4319320018013921311, -4612714380385664745, -7353490254019090743],[5586064542464868303, -5875655290803689752, -4922630332311671994, -3760310077295757497, 1211322833206784760, 8983428049412636334, -4316119063971740627, 6458052728885950641],[8094008827476746346, 1853284642530140757, -6943461544139169353, -7371383788432042296, -3054538314725812026, 2678764192602269512, -2604940669707761985, -6079402272574009865],[7209061871386715374, -967853471094200967, 3074921725441393088, 3009686823726674791, -2184992890438234545, -8846968304364626288, -3768078559771197852, 4715106522785344626],[2019319191336646468, 7560304767800044675, -1171558357590339596, 4679285344029594909, 8981201064810029413, 2511032752881164817, -86606543977010504, -444812195080712678],[1515843722614248291, 9146632774795221159, 6930530633564318638, -24793764781140204, 3749172378287166240, -3524537188153358826, 5017511557964350321, -8617102628548473186],[7794636185988430700, 2398677649522096165, -7549834706979418850, -7769335729281436811, -6384232307163760477, 4919466019733360939, -5238834404072183042, 2932644098463892994]]","[[2798154428307993801, -7881667529241961848, -758738513372604188, 30282666811207085, 1405458506210407368, -3617848874445145486, 7192397373658576978, 1952943976923424829],[-8125492301975010446, -2106142914426605418, -3071257949040340651, -6714248265556023011, 833993934832843579, -5987834103028379485, -2624243598995736202, -8173633189312428342],[7494910185274879975, -8701778999081288695, 2656256557322094325, 6719628619467506745, 3860044533623532573, -2111957545950445520, -7484680945089884628, -2700534873789950562],[7253675127571328513, -5619294192715104848, -2493634938316218515, -2604834617398036103, -234795431038023034, -8026736645613107933, 8062118637533438868, -8205043748265026014],[5653350899915389153, 952996315031780888, -4995381486950826243, 112173123584574302, 6631525221201623138, 9110388069287103350, -5620617431753461615, 8593370673662894077],[-2325809454437414683, 1545833070893625629, 5947287884099378732, 2762844934308281033, -6340213564611868107, -4704721478903429689, -8056048310946197699, 8533055901800415008],[2036649075904332752, 468923308874599461, 1994202493436770087, -2921978016216208335, 955411930249763453, 7543861597837717739, -2813106105740311604, -5506259302242008508],[2494841474035769958, -4842783971875626162, -4753636191681592050, 2989015847672114294, 7224167108113915135, -775173753049302789, 7474344441485603017, 6624972024264689871]]"
values_13,4,"[[979734315127686290, -2835350537769961875, 3733843767496954535, -510318844079594343],[-2896390510046586509, -7808536075232194252, 7053562795865872986, -3534536863168887432],[9001239341427621381, 4405283092106341553, -8651727903108879864, -1864248844861572641],[3018115777568815260, -7696491265532373758, -7073398189220683992, 2121206834074947519]]","[[-2442189330924439500, 2183073213202763840, 4887632138808960299, -6704603252534049125],[-4439813292015133289, 1602582312701022836, -6768253145309928018, -4470884343495214911],[-8553813481164178016, 7394699169112713284, 4209529954259611929, 3894633002401270181],[-4663565631946568083, -940512705738748456, -5347735560364822083, 6695922494319034297]]"
values_41,4,"[[-7842153103467847078, 7633627870545331548, 7613121056394460385, -5419658624373327858],[1778906019417628222, -2078002028242928760, -2688831253376030143, -725994272185298015],[-6693301378033431657, 3690654063561370740, 8042599926754146402, 8139908411756293896],[-5796818007110314104, 2243452131198596902, -5414786687596501354, 4079420939924063842]]","[[4106859254158043009, -44921740259275453, -7396062812297886994, -2491256142909971205],[798593491511701888, -1024284442276080044, 4262291949799082444, 8338205708184624079],[-6374891444871971137, 8197977519616777883, -712196936929042464, -3553049474987715422],[2068896537012328272, -2437711093329967799, -522944040045619579, 2017842475361543549]]"
values_55,7,"[[-601232769480211389, -3992722596622934392, 4272665950123810682, -1131594930475316956, 3723028458755099856, 2622638714749824610, 7500044038833249066],[-8265553335913774953, 3635025502886623794, 2623487675581182377, -6288102831027760795, 5896389018989617129, 7243321912003330362, 9107576801859628812],[-5163258133685583661, 5463643686487529389, -8754689795723557964, -1002675775234644649, -6048593699079153995, -6034362003531882372, 5405180646330476392],[-5832931386540933140, 3943955519746260652, -6790220926559973324, 1541444939894855266, 423003532876918638, 725137847803250357, -6157496861589686261],[-4112443097278323260, 2886712018777680320, -4817908983056675544, -880167812862043015, -3857216280071933741, 7246317438420568841, -8420637505503688117],[-7569792563661897180, -6226019795430218253, 6472048780009337745, 7920037542094209223, 8728788364305702904, -5726218573879148619, 1719716226050890723],[-4324163252392070358, -1958877889494421857, 2229730085123671815, 154175336951462675, -450639382618312077, 2456647626545185618, 5600531070664422798]]","[[-7366445862921834543, -4361225226499192648, 4701578889871193984, -3029503439952963854, -8683645538717725071, -4833542714310872087, 5265197109305255990],[5395044674952342916, -4703416043889085180, -68375638585634501, 460435256626612607, -5541883205651550471, 7292687287250431984, 7998313985648874601],[8891386048674709421, 1453550480111949177, 6156019304586760653, -3120846292865594223, -8125659132487535232, -3681012950160332382, -1401188206285027392],[3376460699155675719, -5941128412005928180, -2750944989521780447, -7635313074639933683, 1755949027278787530, 6765081765165255679, -3789567117608095353],[-5984214341991722941, 3604250757683219007, -8442245641781834353, -4588539947199303033, -6936287446515234010, -8491468503785032287, 1436200715144649299],[1557577017773917415, -1517397735178214749, -7042229374008246087, -4830427059284660057, -2570244886432219416, -8808975151566534924, 1602612060687542727],[-4401274171258436632, -7885479500120081447, -669120529472270505, -6862987844205777491, 7855170247485156933, 179493077923182625, 6669585128353514669]]"
values_31,5,"[[-7099898325651087410, 8809983094592398584, 651413123529193287, 9135228990015352514, 6738284766157503363],[-1075258720678218009, -1328157444353759827, -9127596956393720644, 9205078650876601801, 4374160637565594238],[-5197014734373680464, 6166049844381569513, -2862889017825547520, -1967471443859041056, 788027453353534545],[5664824843094972573, 7968036432368862365, 8529990914716074998, -5064761203705216495, 820639650863750549],[2694449796601129895, -3137807233770901268, 3522659355804825899, -6507727040199053618, 8017764603714162150]]","[[-9090694967849688530, 1193687189577259487, 1703362392196320531, -2654671890994875558, 3475539640142355712],[-4945767742890206471, 922948715112427293, -1060118370638664222, 6464987224321176425, 3431987812545358268],[8831742364429925182, 6257679294517049665, -3400641242977147048, -7442390224358291377, 2570132038890755933],[-2409712845218434160, -7370754879833544064, -5928902173994932037, -2831215477468716637, -1198311117096691802],[6521727031677915940, 499148879914317084, -1111688412857250678, -570532634868269052, -2865355014241007887]]"
values_66,3,"[[-7201725698402175928, -4249848867149613067, 4471555805937212454],[383456975748902061, 5200693561060871001, 3084972540190143446],[8966844871914679087, 6147975319950294303, -8326741189663273295]]","[[650955248550389136, -1606054458763457877, -652923817812168992],[7326237627860356730, 6698612664114038245, 191303315825165192],[-7327225280633670964, 5937538519304921915, -7063033778487679567]]"
values_65,6,"[[9034175278915471833, 3606318031103405327, 9082909706868995111, 5415982649590673390, -2170566161088516599, -5985285443466853517],[-1412488739145100634, -2335363177351459624, -2675014341359095697, -2537533186927599407, -1093029149612199543, -2559728923933262817],[3502818697177874762, -7431864417654362257, 2168055976058428316, -3039993918471558947, -9112296867683018283, 7864852074571926327],[7200395954133872259, -2297287497525270605, -842045548115706463, -6781643289294039376, -79341630668662157, 7747383628593152077],[-5332862211591065132, 3404120881213230008, 4053348179704482598, 3665605384457416280, 6532684775099517621, 4029672418287339552],[-4433226686392998839, 8768900464804631463, 6804855691013924868, -7270374292567899189, 2606420001432842148, 8655001056403202033]]","[[-429437619575006956, 7355254385350293978, -2834693009855844965, 1911106465791947841, -3799977666505763181, 8671993653151543975],[-8158570644371251632, 470712562552743057, 9192004469807013391, -7896588446236386979, -38364417725120044, 2121308165856450097],[-4009478375559946519, -2499724446653952480, -4546958821907327458, -6518373354799789013, -4355223042379673581, -7856291329380046455],[-8220257317636261271, 2474569741067165057, 1339996912714610916, -7889047910989243138, -8152118712696217675, 5642277012202392049],[7188081460393601275, -7701513618784592917, -2713537892740475705, 8059738094510534379, -6063185663942918736, 5523702350297064123],[8877122839144147682, 1104480129633218057, 8734360427919204335, 9219429834923258642, -8500236237756325556, 4488040408596887622]]"
values_62,2,"[[7439085783506369329, 5017577718408138046],[-8405099028823115158, 1050330225518738576]]","[[-3557760192715671991, 2358576069465409511],[-3939090247809032142, -2118886245028973055]]"
values_21,5,"[[1395252836246400070, -2210007203481433398, 4768793231334370954, 7523599762976704705, 85549687059242907],[-7848614804024435090, 3843851288920093553, -8350212757337757526, -3389625225164485955, 1684728336636370670],[8565475512534275363, 474181122371619673, 1797104352194989130, -8346621232516926801, 8028748486658199546],[-76956216159080596, 7333414382136063216, -6183807073722354994, -5493968581291273409, 8453153290978386693],[5153982991716256451, 3967357328410021660, 2107002046332464611, -5964669976525825933, 7364267610526750206]]","[[17392573630444504, -7183332245773828444, -1521454549479737485, 1937056857328780241, -7785264179300055571],[-2250535726272141918, -2312782910187852412, -8536748731586270833, 3107269267851058556, 8141471531473839227],[8875961924325437713, 3615976479841995769, -3627275729642382121, -1679488723327827594, -775255409527073966],[-8439766621769516663, 1249736566111238193, 3123798654250487606, 4767378473058778540, -3314078339642237861],[-5397541916980869345, -2936766413716806633, -6710725919804264278, -6270314236059258627, 7308128085005920357]]"
values_95,5,"[[-8115866322529950944, 5159683549521832201, -3117407382605475230, -2066941528533301465, -1377970859775146163],[-4828324601680135787, 5421521227847995990, 7116734342819055945, -5235157774804587678, -5097047103550635799],[-3898231218195683029, 2784191433897119815, 2424673457339201441, -1080452239761818387, 5728109540530053355],[-4122299446865511510, -3924890371090689848, -2828557331354068547, -6828412922756015968, 6979942684399366646],[-4031141144285586094, -2936525831152550968, 1640779535554706116, 7663111967933420744, -4828387661548207535]]","[[90504759596886253, -7791198078101603021, -7647113850612036606, -6976961184984023801, 2675187905198481378],[-776821730891993395, -3673344756930084785, 6825897469291075152, 4415379825678409952, 2943149350892464985],[-8796237103450844517, -7905566956196738548, 1708312433364562255, -5552680771062643225, 1997136562853996019],[2402431605960331621, 589636536098208883, -3077951083562774129, 8940780122817076730, -983600634962068431],[-972630611489008650, -4352187540055842124, -3886108598006231851, 793606867171018085, 7066742814294241046]]"
values_84,6,"[[540925934354019549, -3822185274168759922, 4261351925766877198, 4644646898793540559, -3396997376420173843, -3018407903638218412],[-4924803700611616976, 5467299951376560912, 960101386279059789, -8180019461449001518, 2753134082662640684, -1037548419818280221],[5704874008228145712, -3735839436103003624, 8050947124011482299, -1759603270746603599, 7157210127878992058, 3926036567031101292],[5076126415214234973, 166264233332038172, -9201959656581321983, 317713673786024138, 1493324049067038881, -1354672341811114758],[-2790621265698902638, -5058933792861463330, -1891733111453006841, -7929384121548191102, 4218115764024190814, -3727119179851395965],[4688312900455553918, 6312179652808712126, 2104820355197734122, 8806155414626495789, -1215416221369426326, -2402015348419161206]]","[[6797547492436796957, -4916589660161686828, 2871585120793869176, 2154674154771499568, -6265476116009171794, 6575265111282974916],[-448412133110484322, 7549834709123629081, -145525352567014623, -851745211014960815, 9085618650917970092, -2143682565179348588],[6428624824197314141, -6432456689641686508, -5431422412269546232, -3859593430110246968, 2137343434736015423, 2406317059981062590],[6011924967168612752, -8169002082525339854, -8215610428457339843, 4763811754437896963, 4423932960540410166, 5989424762505419196],[-7454074203073281482, 3918965314053077916, -5155679296070311828, 2175616081761003356, -451841007715791145, -9109662659115359159],[-5964222963048036759, -7104764299658712005, 2007171134787359751, -8692262136825618152, -8810663619891874326, -2451666202995822151]]"
values_58,7,"[[-3572639500410153105, 6511067369014681860, 8928923762897549665, 1057709465422355741, 4024209517185630567, 4643961512755882846, -1547042233320943002],[-7946924680394703171, 8257417621993619878, 7493556871417098078, -3748135831268439802, 3427731607910284496, 3773383569329887948, 6087591748708387077],[4736588333277086560, -5623051726545260092, -2404495766962531546, 1077029250003268525, -510700984185717558, 9079192834920119276, -4117881576798543250],[8673031988748156096, 849254810951721235, -4962482587605596207, 6469486516170984849, -3534984366996585454, -8015445738558512660, -1352491469657631835],[5942691281370715884, 9022856405634465240, 7682529737986684730, 4669402573067145153, 2022917250448522372, 3575159196267591778, -6828647713502325975],[7356821458953734658, -6588473815182051723, 8078065651386502461, -4338122492151205376, 4994184746998438020, 4808624111778572052, -1793794200510273069],[-6638725634037300161, -3723216837151475647, -6305978764579836358, 1680711956870330933, -2998660441187107649, -4655121079890390765, -9019821612526344809]]","[[8125333441458261144, 1281144882174774823, 2828074982551381652, -1236848554247238820, 4930715699584946833, -3783909879805041572, 523789427015761240],[-7117555657653048951, 8192829801823062381, -5629607140247461782, 2983295932410757664, -8555769122341678995, 2642972053797146071, 2203343114881113340],[2203166826491691319, 160126907515760154, -4754110740989393883, -522624011803723649, -65201645367523801, 7534479515946477995, 4819733965666967981],[-4543143732518271662, -2090255492118642050, -1231691631741723135, -4835378813853708056, -586749270044791145, -5772548693933591302, -2409837400186347809],[4360034293764728451, 519435294363169836, -3046954945929115055, 6322999503516603219, -3924503090069473777, -6659318803555677569, -1673000830901863070],[-6304146098594277005, 8182159481852697488, -120594333866913756, -4302730148447191448, 1864707686987069636, -2514677086368604043, 4919174014766419363],[399732042816910854, -8664040973720682253, -711528213022163296, 6649010965783883526, -8307267459329209996, 3407921918880045126, -3732307242519124847]]"
values_64,4,"[[1230833320488610091, -2239123026603481548, -7595860186238198648, -605050371741952305],[4707614204211715702, -6543036666346937193, 3179347421448126824, -6510325985804812426],[8009492886871226139, 1809718228710886865, 8210838707516829062, -1138969459467899792],[5432179338578392406, 6902220456740487688, 3174626849596136080, -6212874993008599676]]","[[6632872668974862214, 8419498287808890464, -7025242888759819709, 8256005273454617541],[3197961708133922607, -140006620702080253, 4151932362333808985, -2975391766945578248],[5612521155584358513, -4201803906935332526, 8331409613228030029, -7431353773453404281],[5034742275408069579, 2339407697440800350, -4409712850259686922, -1099030546261864766]]"
values_83,2,"[[5450150630026588612, 7812288321971912712],[-648939560732243767, -6193372487188406381]]","[[2385260885402756164, -2964625894856319270],[-5178203979803251057, 5855658180574811646]]"
values_94,6,"[[7371496510782971491, -8725922421239192401, -3612434176476607987, 8032580749745900268, 41713949802986327, -4074238417248811389],[8203354843578199208, -6488386065087016563, 1154356239845346726, -1065170923293813646, -900734929502615821, 1587546652044270470],[-5515563276488528798, -5468938260360957921, -8696581544007534932, 3943665306492054947, -69194964238555283, -7732862911977035018],[-2389223810793184556, 2511294580144369552, -7063397286724103260, -5479994702542210990, 3750195076700162175, 5064900561850053395],[-3297649667506704531, -2941314954129524477, 9194077027396083798, -5938903023560555802, 6404000302734630864, -3616704509658633477],[-133180030044167035, 3017039901966652018, -7895219443566799261, -7944958275659405469, -6127128600829331550, 1355458231038035122]]","[[-2814083773047053686, -7277612299757597697, -7257559352009956485, -235945673367955780, 1767372234934844111, 6899898682377481576],[-6048653127343001238, -3011818723484626751, 3130596125843776295, -6458890226845704292, 4670001563607106025, 299194774989159800],[780078248758924104, -5755670503576532774, 5122493002486569415, 2115682996163944292, 4208301571608658402, -1272311462091265736],[6972285007428511757, 1493146869003689322, -4493724491903013880, -2161694013035668894, 8263437493934044695, -4355436149455317886],[-3458957109444033550, -3695572173056431754, 147904586553035476, 1643051952624819436, -591926701479083565, -8553942764727962500],[-7128929492901465272, 5964269133922232975, 6953383666468713006, -5372426474635485030, -2989563608701708469, -1814945356574620263]]"
values_0,4,"[[1315691891769963253, 2612088213591838679, 6207458491096169887, 3154301172879220150],[4247245276256129801, 3026460666107632071, 8145575987892230570, 4647154778524172704],[727778109173148611, 7798159545681196400, -5649683116930224932, 4176443169224541426],[7352909705292194148, -6042502974735981250, 8951910586507863685, 1977511920123905781]]","[[7157759455370324425, 8368733354952570652, -3226084068240638028, 1661755756729522746],[6858418292950366915, 6088210425148598656, -4371079657562790235, 6685339486529367768],[3710881994450355000, -4028699771532683809, -6229880824042259233, -1875062028943188960],[4950472288408045010, 7806241477967601551, 1221079480483716844, -7911321074153815322]]"
values_99,3,"[[5774937161410590082, 4769715511150197938, -4119213299541528054],[7303881063095946101, 8516693746177130193, -3241758234218271055],[-8467927707443570122, -1004600950403084696, 8801173384588095375]]","[[-768507981467589790, 3796709567962010420, -6202196871545473194],[6513620288072943208, 7048420456978111131, -7106299836593201352],[9082141604595279058, -2567152457065731083, 3338590784812626774]]"
values_96,8,"[[-8892230986449070832, 8208515167060840991, -2230999219039350494, 3914478259200978928, -5728713094921384570, 5295641094422092739, 4777251447501896458, -3331500654444798046],[-1099737288071201923, -3715511007437884014, 1448684113739868940, -795350928323399180, 5877628977193494366, 2273411960776860794, -2328747800142667382, 2533621125125296792],[8698996715367972936, 7495003724568065430, 5446671529324093005, 3469939709823028465, -2654267503297623042, -6442678893670302156, -1966930576887766743, -7291107827050066303],[-9212360439728294215, 4106658637923087859, 6631501081283482036, -2673129697266080620, -999072746375855884, 617347226808134203, 6215694934771951864, 5209300248564685],[4773687434094705544, 4769128388817694511, -7080176484661227043, 1305523610790651176, -88050111673079886, -8636468576284966672, -5448757103890374455, 4836123535038456310],[7404075022451999003, 3226062427952241007, 7095422660555400459, 7513107794985671104, 8786290069176818623, 3202436736135085329, 6707498234013106033, 3853762731370624721],[3953960285826566357, -6723043623464693366, -7713902389470079070, 3940139960828223677, -1295654397594970530, -34661631121649639, -8192774109274351624, -5688791969859098002],[5877774180413278302, 4073454351125708543, 5709931290146385850, -6360514085049654819, -7973411366187726854, -1075436627425530616, -1447004341410780357, -6989457865634446596]]","[[-6732013732289035543, 2823571143292501535, -4324562496646364411, -6143664081875776469, -4319371174429835882, -2247098671597530457, 1168455442598198613, 8344959533767727435],[3859895018245126499, -3618625288665193528, 9018400735170706467, -8317900962661787123, 744751537185972460, 8749096326077032633, -3358216809485678772, 4523902473208772118],[4335650319132660282, -733832014526145113, 4449713634394671214, -5546299537604250864, 5845670479891639333, -8466884835521292174, -6815357462467628111, -4131291264100622680],[-6639941963835711349, 168762813820834637, 5252133596714981738, -3192986276392678828, 8733378331114185766, 6985899800402436516, -7705017639071639843, 8288931524199144341],[7143416895749282459, 6709347829174311908, 3346514876031926767, 2837934970615400665, -376035208910010133, 1165178828143867013, -5064253595377337697, 7882881680840733360],[-2081486730193771584, -8120638004715098693, 8808731062052808082, 3865185890365071216, 480374063019156337, 4861911392665676395, -1398251625604751061, -6655608972263565013],[-5028481783129875836, 7282273647349457718, 6047312475873759040, 909935251759559884, 4274311017049400070, -8535467161519814306, 2828762797548308811, -3569176276449896026],[4077161500874125376, -6581100098834647359, 3979377922291230755, -7898965435453033626, -3746886258264819932, -8885213104660019838, -1621678124513468403, 8714433432167244367]]"
values_67,4,"[[4447133831332982720, 4254504898486065165, -4292858424400731069, -2040920879709968085],[2130892952447562006, 228008871476698253, 2749911164666625119, 900950241320153343],[-5842393710370712633, 7264709077587075552, -7740854185779022631, -3995904560077506329],[4566870018592524181, 3910632775478075733, -6647237745369404748, 2927461739038993150]]","[[-3984564168173661482, 6401523197220474922, -4291668856877261026, 5203000468665474306],[-3364386106345034652, 4419146991180827982, -7722652564834095389, -5987718826324556641],[8988903251434733844, 2652098591157519754, 8888986404763312171, 5475623298629515977],[-6070594631773541770, 5320816412252683691, 3052926389018357005, -6755229896652009718]]"
values_61,8,"[[-1209772189428965184, -3681877584248906318, 2047624793124463639, 7942882072019777439, -2859375486616104305, 4777448523125468577, -7917308730190167747, 3010970065500665769],[6783884508344927274, 3743341196164737609, -9210678958085195897, -8772849404015824940, -3170897256294882130, 7397748682152815933, -8328983049946513986, 5664092740554674728],[2995547771256178933, 4082710574260257437, -3881820115328547267, -7260500930562428119, -977855414356179281, 3690446680327412253, 7993760287579040211, 7379077349665258996],[7879015575335894433, -6594467346606595162, 4819380066279987542, -5320651877822884264, -4031410171215874646, -3424060804721589417, 7499631676221189492, -1248090983595477355],[5472312203269390771, -5428846566008601869, 6532993980492019637, 4633329232793840146, 565713455058288947, -2587379995706204705, 9060593856461704831, -7115419901111351198],[6490070917902155574, 500404232374438525, 2296360984338741933, -504891020930322898, 7215821255981822474, -52491410985841947, 6805760259053625790, -3084392393616696980],[-7779179979176052552, 570600946476364445, -5469772875276773630, 604889346043927453, -5096699867783627595, 8771665923462604205, -5450123655744956620, 2411924784485197668],[-361699236916156715, 622030655393687264, -489214726138657457, -7246595230349931502, 8076391107603242274, -5756991976990510191, 4492405548504386057, -6960039307186112794]]","[[-8728128496980215141, -5859070484233799612, -2233360997959003025, 5439581458616597528, -3888501002157073684, 5351686322453736631, -4247390810948350538, -5533679147523535835],[-7356124571659016956, -2655831378344300829, 2879801952298581522, 3964622521826903528, -3143277514991419318, 4492549211557388310, 6279568695004459753, -855210207104643533],[-7958455795523385263, 2006307585019074589, 9145028581673932404, 5318851218357381144, 7753993159677240942, -1280372737205806218, -7181598693107561190, -2960829319248879194],[832155390801661483, -8022590812010401771, -1608800298838606397, -8793132700496847319, 2920390911617572135, 784531090137290747, 4588664098914696084, 7905661565734906380],[7518231927305325905, -8090534791614441170, -3860011575121181547, 40938619705521752, -1955191882679405392, -9175722155945672055, 6538348951076243816, 7342382694988770855],[-3266139131296242348, -7133451325775237355, -4640975006603953573, -6657812128314748298, 6074530202680301285, 5736246079025753488, -453677278409679891, 7568843893127205758],[-8686881506334851861, 2252044335738080888, -5900360853798115959, -1309993771005774321, -1836565671111143852, -5204332429616332032, 8028414329911858402, 1474346870941826610],[2625552355137814851, 7807512056417840707, -8406396776078956961, 2825489553218903284, -7530308831371182123, 6386117238097884685, 6933688729273792106, -5772992086580406230]]"
values_43,2,"[[968534892533492322, 4980676185515393122],[1033804369965571334, 5400037894684331176]]","[[23263348412722391, -4758819661902447669],[-7368174805882354734, -6403091329541486448]]"
